user_id,gender,location,user_watch_history,preferred_genre,preferred_country
U004484,Female,United States,"[""sungkyunkwan scandal"", ""one fine week season 2"", ""novoland: pearl eclipse"", ""it's beautiful now"", ""the heirs"", ""oh my boss"", ""extraordinary you"", ""something in the rain"", ""squid game"", ""because this is my first life""]",Fantasy,South Korea
U004485,Female,United States,"[""birth of a beauty"", ""a tale of thousand stars"", ""love alarm"", ""wind-bell"", ""kingdom"", ""okane no kireme ga koi no hajimari"", ""level up"", ""caf\u00e9 minamdang"", ""corner with love"", ""you're beautiful"", ""the uncanny counter"", ""flower boy next door"", ""circle""]",Romance,South Korea
U004486,Female,United States,"[""history3: trapped"", ""surplus princess"", ""second to last love"", ""flower of evil"", ""true beauty"", ""5-ji kara 9-ji made""]",Melodrama,South Korea
U004487,Male,India,"[""love o2o"", ""my strange hero"", ""w"", ""my beautiful bride"", ""well-intended love season 2"", ""flavour it's yours"", ""my neighbour can't sleep"", ""love in contract""]",Comedy,China
U004488,Female,Thailand,"[""vagabond""]",Comedy,South Korea
U004489,Female,Canada,"[""rose mansion"", ""squid game"", ""moon lovers: scarlet heart ryeo"", ""my love from the star"", ""spark""]",Crime,South Korea
U004490,Female,Canada,"[""my love from another star""]",Comedy,South Korea
U004491,Male,United States,"[""what's wrong with secretary kim"", ""youth should be early"", ""yumi's cells"", ""the best story"", ""bad buddy"", ""stairway to stardom"", ""our skyy"", ""the legend of the blue sea"", ""voice-1"", ""kingdom season 2"", ""delivery man"", ""stranger"", ""doctors"", ""true beauty"", ""the faded light years"", ""autumn cicada"", ""while you were sleeping"", ""the fugitive: plan b"", ""49 days"", ""so i married an anti-fan""]",Romance,South Korea
U004492,Male,Australia,"[""jirisan"", ""navillera"", ""use for my talent"", ""oh! my lady"", ""hotel del luna"", ""mr. sunshine"", ""weightlifting fairy kim bok joo""]",Business,South Korea
U004493,Female,United States,"[""terius behind me"", ""fight for my way"", ""beautiful love, wonderful life"", ""twenty years old"", ""mr. queen"", ""the penthouse season 2: war in life"", ""love unexpected-1"", ""w""]",Business,South Korea
U004494,Female,United States,"[""oxygen"", ""touch your heart"", ""kill it""]",Romance,South Korea
U004495,Female,Sri Lanka,"[""guardian"", ""flipped"", ""voice-1"", ""signal"", ""a love so beautiful-1"", ""clean with passion for now"", ""choose"", ""i hear your voice"", ""you are my glory"", ""kazoku game"", ""woman of 9.9 billion"", ""history3: trapped""]",Mystery,China
U004496,Female,Philippines,"[""who are you?"", ""mackerel run"", ""kuzu no honkai"", ""shanai marriage honey""]",Drama,Japan
U004497,Female,United States,"[""love alarm"", ""road home"", ""lawless lawyer""]",Romance,South Korea
U004498,Female,Australia,"[""the heirs"", ""perfect and casual"", ""reunited worlds"", ""asuko march!"", ""my id is gangnam beauty"", ""romance is a bonus book"", ""fake princess"", ""todome no kiss"", ""remember me-1"", ""angel's last mission: love"", ""mr. sunshine""]",Romance,South Korea
U004499,Female,United Kingdom,"[""signal"", ""panda and hedgehog"", ""inspector koo"", ""the gentlemen of wolgyesu tailor shop"", ""navillera"", ""heartstrings""]",Drama,South Korea
U004500,Male,United Arab Emirates,"[""insider"", ""i need romance""]",Action,Thailand
U004501,Female,Canada,"[""my roommate is a gumiho"", ""strong woman do bong soon"", ""the bride of habaek"", ""tonhon chonlatee"", ""radiant office"", ""alchemy of souls season 2: light and shadow"", ""playful kiss"", ""wish you: your melody from my heart"", ""black knight: the man who guards me"", ""star and sky: star in my mind"", ""doctor prisoner"", ""suspicious partner"", ""weightlifting fairy kim bok joo"", ""the scholar who walks the night"", ""sassy go go"", ""good doctor"", ""circle"", ""racket boys"", ""extraordinary attorney woo"", ""truth or dare""]",Business,South Korea
U004502,Female,United States,"[""7 first kisses""]",Romance,South Korea
U004503,Female,United States,"[""girl next room: security love"", ""suspicious partner"", ""happiness"", ""kiss"", ""i wanna hear your song"", ""chinese paladin season 3"", ""alice"", ""orange marmalade"", ""the rebel princess"", ""again my life"", ""move to heaven""]",Romance,South Korea
U004504,Female,Italy,"[""the blue whisper: part 2"", ""be together"", ""who are you: school 2015""]",Business,China
U004505,Female,Singapore,"[""gomenne seishun!"", ""alice in wonder city""]",Romance,South Korea
U004506,Female,United States,"[""sell your haunted house"", ""she would never know"", ""thirty-nine"", ""the light in your eyes"", ""the guilty secret"", ""my first first love 2"", ""smile to life"", ""missing korea"", ""cruel city"", ""history1: obsessed"", ""triage"", ""abyss"", ""ai long nhai"", ""falling into your smile"", ""praomook"", ""under the queen's umbrella"", ""stranger"", ""the snow queen"", ""w"", ""drama special season 5: bride in sneakers""]",Romance,South Korea
U004507,Female,Myanmar,"[""lawless lawyer"", ""the scholar who walks the night"", ""matrimonial chaos"", ""make it right"", ""nevertheless,""]",Romance,Philippines
U004508,Female,United Kingdom,"[""my little happiness"", ""fight for my way"", ""stairway to heaven"", ""gen y"", ""dr. romantic season 2"", ""awaken"", ""it's okay to not be okay"", ""mars - tada, kimi wo aishiteru"", ""chimera"", ""my secret romance"", ""doom at your service"", ""devilish joy"", ""weightlifting fairy kim bok joo"", ""rooftop prince"", ""the fabulous"", ""descendants of the sun"", ""never say never""]",Thriller,South Korea
U004509,Female,United States,"[""moment at eighteen"", ""find me in your memory"", ""mary stayed out all night""]",Comedy,South Korea
U004510,Female,United States,"[""it's okay, that's love"", ""my secret hotel""]",Drama,Thailand
U004511,Female,United States,"[""my girlfriend is an alien"", ""the king's face"", ""a korean odyssey"", ""the romance of tiger and rose"", ""the golden eyes"", ""300 year-old class of 2020"", ""my dream"", ""queen of the ring"", ""hana yori dango special final"", ""girl from nowhere"", ""sotus s""]",Fantasy,Thailand
U004512,Female,Czech Republic,"[""love with flaws"", ""triangle""]",Youth,South Korea
U004513,Female,India,"[""youth of may"", ""light on me"", ""jealousy incarnate""]",Business,South Korea
U004514,Female,United States,"[""my bromance 2: 5 years later"", ""watashitachi wa douka shiteiru"", ""the one and only"", ""big dragon"", ""stray birds"", ""kinnporsche""]",Thriller,Thailand
U004515,Female,United States,"[""intouchable"", ""love in time-1"", ""she was pretty"", ""project s: side by side"", ""iris"", ""until we meet again"", ""to the beautiful you"", ""hana yori dango"", ""jeon woo chi"", ""jugglers"", ""ghost host, ghost house"", ""i have not done my best yet"", ""melting me softly"", ""mr. sunshine"", ""moon lovers: scarlet heart ryeo"", ""my id is gangnam beauty"", ""queen dugu"", ""mysterious love"", ""while you were sleeping"", ""the secret life of my secretary""]",Romance,Thailand
U004516,Female,India,"[""until we meet again"", ""new life begins"", ""nodame cantabile"", ""vampire flower"", ""the autumn ballad""]",Romance,China
U004517,Female,United Kingdom,"[""moon lovers: scarlet heart ryeo""]",Drama,South Korea
U004518,Male,United Kingdom,"[""feast of the gods"", ""the world that they live in"", ""goong""]",Comedy,South Korea
U004519,Female,United States,"[""secret queen makers"", ""be melodramatic"", ""hospital playlist"", ""six flying dragons"", ""pinocchio"", ""my country: the new age"", ""taxi driver"", ""the greatest love"", ""heart to heart"", ""i need romance-1"", ""extraordinary attorney woo"", ""5-ji kara 9-ji made"", ""big mouth"", ""black"", ""arthdal chronicles part 1: the children of prophecy"", ""platonic"", ""temperature of love"", ""strong woman do bong soon"", ""novoland: the castle in the sky"", ""i'm not a robot""]",Fantasy,South Korea
U004520,Female,Thailand,"[""falling into you"", ""poong, the joseon psychiatrist"", ""yumi's cells"", ""the return of iljimae"", ""maiden holmes"", ""wish woosh"", ""'cause you're my boy"", ""noble, my love"", ""unrequited love-1"", ""dinner mate"", ""i promised you the moon"", ""all of us are dead"", ""mr. fighting""]",Romance,South Korea
U004521,Female,France,"[""dream knight"", ""unlock my boss"", ""healer"", ""make it right"", ""rooftop prince"", ""personal taste"", ""girl from nowhere"", ""tomorrow"", ""naeil's cantabile"", ""tra barb see chompoo"", ""itaewon class"", ""love all play"", ""hot stove league"", ""six flying dragons"", ""oh my venus"", ""eulachacha waikiki season 2"", ""wok of love"", ""ohlala couple""]",Life,South Korea
U004522,Female,Portugal,"[""master devil do not kiss me"", ""a gentleman's dignity"", ""cafe in love""]",Melodrama,China
U004523,Female,India,"[""warrior baek dong soo"", ""coffee prince"", ""your house helper"", ""moon embracing the sun"", ""switch girl!! season 2"", ""the glory"", ""mae krua kon mai"", ""vagabond"", ""marry me"", ""caf\u00e9 minamdang"", ""sh**ting stars"", ""money heist: korea - joint economic area - part 1"", ""meteor garden"", ""cherry blossoms after winter"", ""prison playbook"", ""cinderella and the four knights"", ""ga doo ri\u2019s sushi restaurant"", ""detective l"", ""flower of evil"", ""a river runs through it""]",Comedy,South Korea
U004524,Female,Italy,"[""hellbound"", ""future"", ""heartstrings"", ""orange marmalade"", ""who are you: school 2015"", ""eccentric! chef moon"", ""our blues"", ""nevertheless,"", ""come and hug me"", ""dream garden"", ""a korean odyssey"", ""crime puzzle"", ""semantic error"", ""the uncanny counter"", ""reply 1997""]",Youth,South Korea
U004525,Female,India,"[""saigo no yakusoku""]",Life,Japan
U004526,Female,Netherlands,"[""chugakusei nikki"", ""kiss"", ""just an encore"", ""ugly beauty"", ""drinking solo"", ""moon lovers: scarlet heart ryeo"", ""lighter & princess"", ""madame antoine"", ""go princess, go!"", ""the warp effect"", ""a tale of thousand stars"", ""the tuxedo"", ""roommate"", ""imawa no kuni no alice"", ""shining inheritance"", ""cinderella's sister"", ""i am your king"", ""find yourself"", ""the red sleeve"", ""twenty-five twenty-one""]",Romance,Japan
U004527,Female,United States,"[""all of us are dead""]",Thriller,China
U004528,Female,Italy,"[""kiss goblin"", ""temperature of love"", ""oh! my emperor"", ""semantic error"", ""jirisan"", ""paradise farm"", ""49 days"", ""the golden spoon"", ""sotus s""]",Historical,South Korea
U004529,Female,Serbia,"[""about youth"", ""smiling pasta"", ""hellbound"", ""momo love"", ""the sound of magic""]",Music,Taiwan
U004530,Male,United States,"[""joseon survival"", ""the emperor: owner of the mask"", ""flower of evil"", ""the kingdom of the winds"", ""why women love"", ""eternal love"", ""the bridal mask"", ""all i want for love is you"", ""arsenal military academy"", ""the scholar who walks the night"", ""nitiman"", ""sotus"", ""ashes of love"", ""find yourself"", ""maiden holmes"", ""ja myung go"", ""the eternal love season 3"", ""falling into your smile"", ""kinkyori renai: season zero"", ""the imperial doctress""]",Historical,China
U004531,Female,United States,"[""hit the top"", ""the bridal mask"", ""she was pretty"", ""the beauty inside"", ""after the show ends"", ""boys over flowers"", ""luoyang"", ""le coup de foudre"", ""circle"", ""the glory"", ""hometown cha-cha-cha"", ""arthdal chronicles part 3: the prelude to all legends"", ""six flying dragons""]",Mystery,South Korea
U004532,Female,United States,"[""empress ki"", ""snowdrop"", ""mouse"", ""encounter"", ""uncontrollably fond"", ""theory of love: special episode \""stand by me\"""", ""hotel del luna"", ""move to heaven""]",Comedy,South Korea
U004533,Female,France,"[""fight for my way"", ""my love eun dong"", ""heartstrings"", ""exo next door"", ""please come back, mister""]",Romance,South Korea
U004534,Female,United States,"[""when time stopped"", ""prime minister and i"", ""shining inheritance""]",War,South Korea
U004535,Female,United Kingdom,"[""abyss"", ""the package"", ""marriage, not dating"", ""the royal gambler"", ""history3: trapped"", ""hokuto"", ""mr. queen"", ""my girl-2"", ""death note"", ""backstreet rookie"", ""sweet stranger and me"", ""tomorrow"", ""sunao ni narenakute"", ""5-ji kara 9-ji made"", ""rak diao""]",Comedy,Japan
U004536,Female,Australia,"[""secret garden""]",Drama,South Korea
U004537,Female,United States,"[""strongest deliveryman"", ""the liar and his lover"", ""water boyy"", ""the innocent man"", ""oh! boarding house"", ""our glamorous time"", ""our blooming youth"", ""my id is gangnam beauty"", ""dramaworld"", ""hwarang"", ""itazura na kiss 2: love in okinawa"", ""the guilty secret"", ""the legend of grave keepers"", ""koi wa tsuzuku yo doko made mo"", ""prime minister and i"", ""kore wa keihi de ochimasen!"", ""shujin-ko"", ""true beauty"", ""tokyo bandwagon"", ""bel ami""]",Romance,China
U004538,Female,United States,"[""healer""]",Family,South Korea
U004539,Male,South Korea,"[""tomorrow"", ""twenty-five twenty-one""]",Supernatural,South Korea
U004540,Female,Canada,"[""snowdrop"", ""to my star"", ""word of honor"", ""the bride of habaek"", ""come and hug me"", ""suspicious partner"", ""rooftop prince"", ""romance is a bonus book""]",Action,South Korea
U004541,Prefer not to say,United States,"[""behind your smile"", ""one warm word"", ""strong woman do bong soon"", ""move to heaven"", ""be my boyfriend"", ""the promise of chang\u2019an"", ""don't you think girls who talk in hakata dialect are cute?"", ""arthdal chronicles part 1: the children of prophecy"", ""find yourself"", ""hometown's embrace"", ""graceful friends"", ""history3: trapped"", ""the smile has left your eyes"", ""king2hearts"", ""the sound of your heart: reboot season 2""]",Romance,South Korea
U004542,Female,United States,"[""dr. romantic season 2"", ""her private life"", ""falling for innocence"", ""mother of mine"", ""golden empire"", ""the spring day of my life"", ""red balloon-1"", ""gap dong"", ""bel ami"", ""meteor garden"", ""voice-1"", ""professional single"", ""a korean odyssey"", ""suspicious partner"", ""hometown cha-cha-cha"", ""move to heaven"", ""love to hate you"", ""touch your heart"", ""the legends"", ""hwarang""]",Youth,South Korea
U004543,Female,Romania,"[""the blue whisper: part 2""]",Business,China
U004544,Female,United States,"[""meteor garden"", ""air city"", ""legend of yun xi"", ""the next stop w"", ""vampire idol"", ""mistress"", ""vincenzo""]",Drama,South Korea
U004545,Female,Philippines,"[""ryusei no kizuna""]",Comedy,South Korea
U004546,Female,India,"[""clean with passion for now"", ""sungkyunkwan scandal"", ""still 2gether""]",Romance,Japan
U004547,Female,Czech Republic,"[""life on mars"", ""secret garden"", ""uncontrollably fond"", ""would you like a cup of coffee?"", ""just between lovers"", ""gunman in joseon"", ""moon lovers: scarlet heart ryeo"", ""mama fairy and the woodcutter"", ""my runway"", ""k-pop - the ultimate audition"", ""1 litre no namida"", ""tharntype"", ""backstreet rookie"", ""story of yanxi palace"", ""unforgettable love-1"", ""mirror of the witch"", ""my girl-3""]",Drama,South Korea
U004548,Non-binary,United States,"[""class of lies"", ""eulachacha waikiki season 2""]",Food,South Korea
U004549,Female,Japan,"[""live your strength"", ""plus & minus"", ""the uncanny counter"", ""revenge of others"", ""behind your smile"", ""taxi driver season 2"", ""iljimae"", ""devil beside you"", ""not me"", ""history3: make our days count"", ""kahogo no kahoko"", ""hotel del luna"", ""the slave hunters"", ""the tale of nokdu"", ""my lovely sam soon"", ""fah mee tawan"", ""the king\u2019s avatar"", ""we best love: no. 1 for you"", ""tale of the nine tailed: an unfinished story"", ""imawa no kuni no alice""]",Action,Taiwan
U004550,Female,South Korea,"[""our beloved summer"", ""accidentally in love"", ""make my heart smile"", ""flavour it's yours""]",Youth,Thailand
U004551,Female,United Kingdom,"[""our glamorous time"", ""time teaches me to love""]",Drama,China
U004552,Male,Indonesia,"[""shopping king louie"", ""together with me: the next chapter"", ""shining inheritance"", ""miss crow with mr. lizard"", ""love o2o"", ""run on"", ""the blooms at ruyi pavilion"", ""joy of life"", ""kinnporsche"", ""live"", ""encounter"", ""a romance of the little forest"", ""the virus"", ""momoiro anzuiro sakurairo"", ""the love you give me"", ""when a snail falls in love"", ""love like the galaxy: part 1"", ""once we get married"", ""my mister"", ""youth of may""]",Life,China
U004553,Female,United States,"[""ghost runner"", ""the secret life of my secretary"", ""her private life"", ""2 moons 2"", ""sotus"", ""roppongi class"", ""love in contract"", ""heartstrings""]",Business,Thailand
U004554,Female,Singapore,"[""weightlifting fairy kim bok joo"", ""boys over flowers""]",Sports,South Korea
U004555,Female,Pakistan,"[""extraordinary you"", ""reply 1997"", ""a familiar stranger"", ""my girl-3"", ""the king in love""]",Supernatural,South Korea
U004556,Female,United States,"[""drama go go go"", ""you're beautiful"", ""plus & minus"", ""room alone"", ""rattan"", ""the slave hunters"", ""kill me, heal me"", ""kieta hatsukoi"", ""queen seon duk"", ""miracle"", ""first romance"", ""my girlfriend is an alien"", ""love with flaws"", ""hormones season 3"", ""are you human too?"", ""hi bye, mama!"", ""love with benefits"", ""sassy go go""]",Romance,China
U004557,Female,Poland,"[""kiss goblin"", ""doctors""]",Romance,South Korea
U004558,Male,Philippines,"[""social death vote"", ""about time"", ""personal taste""]",Comedy,South Korea
U004559,Female,India,"[""bo ra! deborah"", ""kou kou kyoushi 2003"", ""love mechanics"", ""love alarm season 2"", ""love revolution"", ""my lovely sam soon"", ""investiture of the gods"", ""sweet revenge"", ""addicted heroin"", ""blade man"", ""cat street"", ""nightmare teacher"", ""queen of ambition"", ""gank your heart"", ""love o2o"", ""intense love"", ""the liar and his lover"", ""i will never let you go""]",Youth,China
U004560,Female,Portugal,"[""positive physique"", ""addicted heroin"", ""all of us are dead"", ""sealed with a kiss""]",Romance,South Korea
U004561,Female,France,"[""nigeru wa haji da ga yaku ni tatsu"", ""where your eyes linger"", ""nazo no tenkousei"", ""light on me"", ""tribes and empires: storm of prophecy"", ""skate into love"", ""accidentally in love"", ""the cage of love""]",Youth,China
U004562,Female,Greece,"[""prison playbook""]",Supernatural,South Korea
U004563,Female,Philippines,"[""may i help you"", ""blood"", ""the promise"", ""goddess of fire"", ""the heirs"", ""the glory"", ""pinocchio"", ""the novelist"", ""high-end crush"", ""tell me what you saw""]",Thriller,South Korea
U004564,Female,Indonesia,"[""emergency couple"", ""one more happy ending"", ""reply 1988"", ""oh my ghost"", ""hospital playlist"", ""chicago typewriter"", ""coffee prince""]",Psychological,South Korea
U004565,Female,Philippines,"[""stranger"", ""put your head on my shoulder special episode"", ""who are you: school 2015"", ""rich man, poor woman episode zero"", ""it's okay to not be okay"", ""where stars land"", ""my secret romance"", ""the innocent man"", ""oh my ghost"", ""handmade love""]",Life,South Korea
U004566,Male,United States,"[""my fair lady-1"", ""what zabb man!"", ""the princess wei young"", ""sassy go go"", ""the starry love"", ""unique lady season 3"", ""hajimete koi wo shita hi ni yomu hanashi"", ""pinocchio"", ""poisoned love"", ""nigeru wa haji da ga yaku ni tatsu"", ""exo next door"", ""konkatsu!"", ""ashes of love"", ""comrades""]",Romance,Thailand
U004567,Female,United Kingdom,"[""chicago typewriter"", ""go back couple"", ""eulachacha waikiki"", ""the devil judge"", ""love unexpected-1"", ""100 days my prince"", ""the guest"", ""mr. sunshine"", ""together with me"", ""so i married an anti-fan"", ""the man's voice"", ""hotel del luna""]",Melodrama,South Korea
U004568,Female,United States,"[""lighter & princess"", ""my little happiness"", ""lawless lawyer"", ""my girlfriend is an alien season 2"", ""reply 1994"", ""healer"", ""great men academy"", ""the k2"", ""vagabond"", ""imawa no kuni no alice season 2""]",Action,China
U004569,Female,Australia,"[""plus & minus"", ""emergency couple"", ""the murder in kairoutei""]",Drama,South Korea
U004570,Female,United States,"[""abyss"", ""strangers from hell"", ""senpai, danjite koidewa!"", ""holiday love""]",Fantasy,Japan
U004571,Male,Serbia,"[""cornetto love expert"", ""flower of evil"", ""are you human too?"", ""oh! my assistant"", ""cheer up"", ""where stars land"", ""fighter of the  destiny"", ""hi! school - love on"", ""the legend of hao lan"", ""women at a game company"", ""my lovely sam soon"", ""it's okay to not be okay"", ""devilish joy"", ""extraordinary you"", ""make it right"", ""the guardians"", ""exo next door"", ""reply 1994"", ""d.p."", ""vincenzo""]",Political,South Korea
U004572,Non-binary,Croatia,"[""kokdu: season of deity"", ""strong woman do bong soon""]",Romance,South Korea
U004573,Female,United States,"[""marry me now"", ""golden blood"", ""my first first love 2"", ""divorce attorney shin"", ""haeundae lovers""]",Youth,South Korea
U004574,Female,India,"[""the ingenious one"", ""how to hate you"", ""goong"", ""secret campus""]",Wuxia,South Korea
U004575,Female,United States,"[""ex-girlfriend club"", ""i promised you the moon: the documentary"", ""tharntype season 2: 7 years of love"", ""jigoku sensei nube"", ""hwarang"", ""playful kiss youtube edition"", ""happiness"", ""the guest"", ""duel"", ""find yourself"", ""weightlifting fairy kim bok joo"", ""witch's love"", ""tale of the nine-tailed"", ""the lies within""]",Romance,South Korea
U004576,Female,United Kingdom,"[""revolutionary love"", ""the glory part 2"", ""gracious revenge"", ""class of lies""]",Sports,South Korea
U004577,Female,United States,"[""where your eyes linger"", ""the director who buys me dinner"", ""matrimonial chaos"", ""dark blue kiss"", ""love in the moonlight"", ""moment at eighteen"", ""the banker""]",Melodrama,South Korea
U004578,Female,United States,"[""la cuisine"", ""i hear your voice"", ""melting me softly"", ""may i help you"", ""my sassy girl"", ""war of y"", ""the world of the married"", ""the bride of habaek"", ""watcher"", ""flower grandpa investigation unit"", ""falling for innocence"", ""if you wish upon me""]",Food,South Korea
U004579,Female,United States,"[""365: repeat the year"", ""descendants of the sun""]",Romance,South Korea
U004580,Female,United States,"[""i hear your voice"", ""secret garden"", ""eternal love"", ""vagabond""]",Mystery,South Korea
U004581,Female,Canada,"[""what's wrong with secretary kim"", ""a-teen"", ""doctor john""]",Life,Thailand
U004582,Female,Philippines,"[""prime minister and i"", ""49"", ""lawless lawyer"", ""heart of greed"", ""i told sunset about you"", ""my roommate is a gumiho"", ""the first responders"", ""vincenzo"", ""fiancee"", ""life: senjou no bokura"", ""w"", ""oh my venus"", ""be loved in house: i do"", ""splash splash love"", ""extracurricular"", ""memories of the alhambra"", ""extraordinary attorney woo"", ""bad and crazy"", ""sanaeha sunya kaen"", ""when the weather is fine""]",Drama,South Korea
U004583,Female,Indonesia,"[""when the camellia blooms"", ""time and him are just right"", ""drama special series season 1: white christmas"", ""goblin"", ""come and hug me"", ""the sweet blood""]",Mystery,South Korea
U004584,Female,Canada,"[""saiai"", ""extraordinary you"", ""andante""]",Mystery,South Korea
U004585,Female,United States,"[""someday or one day"", ""moorim school"", ""backstreet rookie"", ""hit the top"", ""another miss oh"", ""encounter"", ""duty after school: part 1"", ""until we meet again"", ""i hear you""]",Romance,South Korea
U004586,Female,India,"[""the legend of the blue sea""]",Romance,Thailand
U004587,Female,United States,"[""reborn rich"", ""make it right"", ""my name"", ""chains of heart"", ""the moment the heart shines"", ""cheewit puer kah huajai puer tur"", ""seigi no mikata"", ""the innocent man"", ""dr. frost"", ""my girl-3"", ""love in the moonlight"", ""boys over flowers""]",Drama,China
U004588,Female,Brazil,"[""tempted"", ""juvenile justice"", ""hanazakari no kimitachi e"", ""the last empress"", ""twenty-five twenty-one"", ""fated to love you"", ""mrs. cop"", ""suspicious partner"", ""shining inheritance"", ""mystic pop-up bar"", ""can you hear my heart"", ""secret garden"", ""alice, the final weapon"", ""fight for my way""]",Supernatural,South Korea
U004589,Female,Philippines,"[""full house "", ""our blues"", ""lovers of the red sky"", ""dear.m"", ""love around""]",Comedy,South Korea
U004590,Female,India,"[""just between lovers"", ""1 litre no namida"", ""so i married an anti-fan"", ""on cloud nine"", ""ho goo's love"", ""dream high"", ""witch's love"", ""make my heart smile"", ""final life""]",Romance,Japan
U004591,Female,United States,"[""bite me""]",Youth,Thailand
U004592,Male,Netherlands,"[""love o2o"", ""to the beautiful you"", ""addicted heroin"", ""sky castle"", ""a korean odyssey"", ""hospital playlist"", ""the moment"", ""the long ballad"", ""proposal daisakusen special""]",Romance,South Korea
U004593,Female,United States,"[""it's okay, that's love"", ""bubblegum"", ""black"", ""woo ri the virgin"", ""maou"", ""a love so beautiful-1"", ""once again-1"", ""we best love: fighting mr. 2nd"", ""the king: eternal monarch"", ""physical therapy"", ""tumbling"", ""fah mee tawan""]",Drama,South Korea
U004594,Female,Netherlands,"[""word of honor"", ""anego"", ""if you wish upon me"", ""the crowned clown"", ""one more time"", ""yankee-kun to megane-chan"", ""love is sweet"", ""the king's woman"", ""followers"", ""tonbi"", ""because of meeting you"", ""[email\u00a0protected]"", ""tumbling"", ""1 litre no namida"", ""the emperor: owner of the mask"", ""my fellow citizens!"", ""takara-kun to amagi-kun"", ""eien no kinou"", ""akai ito"", ""gto: remake""]",Political,Japan
U004595,Female,United Kingdom,"[""ouran high school host club"", ""weak hero class 1"", ""search"", ""coffee prince"", ""god's gift: 14 days"", ""itaewon class"", ""bubblegum"", ""love & wish"", ""legend of fei"", ""because it's the first time"", ""goong"", ""queen of mystery"", ""possessed"", ""her private life""]",Mystery,South Korea
U004596,Female,United States,"[""record of youth"", ""memories of the alhambra"", ""i'm not a robot"", ""secret boutique"", ""oh! my sunshine night"", ""faith""]",Psychological,South Korea
U004597,Female,United States,"[""the king\u2019s avatar"", ""kill it""]",Action,Taiwan
U004598,Female,Germany,"[""my neighbour can't sleep"", ""my fair lady""]",Comedy,South Korea
U004599,Female,Singapore,"[""oh my ghost"", ""the good wife"", ""mr. sunshine"", ""the penthouse season 2: war in life"", ""romance is a bonus book"", ""flower of evil""]",Fantasy,South Korea
U004600,Prefer not to say,Philippines,"[""love generation"", ""liar game"", ""where your eyes linger"", ""takane no hana"", ""my sassy princess"", ""arthdal chronicles part 3: the prelude to all legends"", ""vice versa"", ""animals"", ""first class"", ""hotaru no hikari 2"", ""papa & daddy"", ""new generation: happiness method"", ""story of yanxi palace"", ""kounodori"", ""hwarang"", ""mr. brain"", ""utsukushii kare"", ""rookie historian goo hae ryung""]",Historical,Japan
U004601,Male,United States,"[""school 2017"", ""all that we loved"", ""suspicious partner"", ""thirty but seventeen""]",Romance,Thailand
U004602,Male,Spain,"[""hometown cha-cha-cha"", ""my love from the star"", ""dr. romantic: appendix, the beginning of everything"", ""cheer up""]",Life,South Korea
U004603,Female,United States,"[""2gether"", ""my dream""]",Comedy,Thailand
U004604,Female,Mexico,"[""another miss oh"", ""marry him if you dare"", ""the glory"", ""paradise farm"", ""meloholic"", ""the day of becoming you"", ""the uncanny counter""]",Thriller,South Korea
U004605,Female,United States,"[""kingdom"", ""my amazing boyfriend"", ""extraordinary you"", ""hito wa mita me ga 100%"", ""juvenile justice"", ""love alarm season 2"", ""cute bodyguard"", ""rooftop prince"", ""may queen"", ""secret royal inspector & joy"", ""tazza"", ""bel ami"", ""49 days"", ""l.u.c.a.: the beginning"", ""lucky's first love"", ""stranger"", ""weak hero class 1"", ""big mouth"", ""dream high""]",Comedy,South Korea
U004606,Female,United States,"[""ashes of love"", ""faith"", ""the eighth sense"", ""ice fantasy""]",Medical,China
U004607,Female,Brazil,"[""the penthouse season 3: war in life"", ""love mechanics"", ""alice, the final weapon"", ""i'm not a robot""]",Comedy,South Korea
U004608,Non-binary,China,"[""you're beautiful""]",Romance,Japan
U004609,Female,Italy,"[""secret garden"", ""eve"", ""from now on, showtime!""]",Romance,South Korea
U004610,Male,Italy,"[""itaewon class"", ""the flaming heart"", ""hi bye, mama!"", ""emergency couple"", ""pinocchio"", ""imitation"", ""true beauty"", ""kazoku game"", ""enchant\u00e9"", ""the nokdu flower"", ""matrimonial chaos"", ""beautiful gong shim"", ""unique lady season 3"", ""shining just for you"", ""he is psychometric"", ""feel good to die"", ""goong s"", ""meow ears up""]",Romance,Japan
U004611,Female,United States,"[""love is sweet"", ""show window: the queen's house"", ""move to heaven"", ""the romance of tiger and rose"", ""dance of the sky empire"", ""protect the boss"", ""the only girl you haven't seen"", ""lucky romance"", ""be my cat"", ""i cannot hug you season 2"", ""just you"", ""begin again"", ""marry me"", ""good bye, my princess"", ""love at night"", ""the untamed"", ""jirisan"", ""bad boys j""]",Business,China
U004612,Female,United Kingdom,"[""mr. bad"", ""secret queen makers"", ""38 task force"", ""fight for my way"", ""school 2017"", ""sweet munchies"", ""the beauty inside"", ""koko wa greenwood"", ""beloved life"", ""a korean odyssey"", ""hotel del luna"", ""surplus princess"", ""my country: the new age"", ""when my love blooms"", ""like love"", ""the fugitive: plan b"", ""because this is my first life"", ""island part 2"", ""all the liquors"", ""another miss oh""]",Fantasy,South Korea
U004613,Male,United Kingdom,"[""taxi driver"", ""dr. romantic season 2"", ""hometown cha-cha-cha"", ""a business proposal""]",Drama,South Korea
U004614,Female,United States,"[""love like the galaxy: part 1"", ""suspicious partner"", ""a little reunion""]",Drama,China
U004615,Female,United States,"[""yyy"", ""18 again"", ""you are the best!""]",Romance,South Korea
