user_id,ab_group,device_type,account_age_days,prior_whiteboard_sessions,plan_region,num_collaborators,feature_tour_completed,templates_used,ai_suggestions_used,whiteboard_actions_per_session,avg_whiteboard_session_duration_min
U26462,treatment,desktop,634,9,LATAM,2,1,8,11,112,47.66
U89346,control,tablet,205,10,EU,3,1,6,0,116,48.04
U34030,treatment,desktop,649,4,EU,0,0,4,7,68,36.14
U43942,control,desktop,93,9,LATAM,1,0,2,0,80,40.07
U80152,control,desktop,353,5,LATAM,1,0,1,0,61,28.55
U17888,control,tablet,289,6,NA,1,0,0,0,39,15.53
U95939,control,desktop,486,4,EU,2,1,0,0,175,69.61
U13613,treatment,desktop,61,4,NA,0,1,3,4,74,35.99
U25684,treatment,desktop,620,3,NA,3,1,4,9,92,46.71
U31559,control,desktop,499,2,APAC,0,1,3,0,48,17.02
U82746,treatment,tablet,658,0,EU,2,1,1,2,92,39.84
U31823,control,desktop,332,4,APAC,4,0,0,0,74,39.36
U21365,control,desktop,70,1,NA,5,0,0,0,76,34.41
U55569,treatment,desktop,75,5,EU,0,1,6,5,90,45.3
U50922,control,desktop,538,2,LATAM,5,1,5,0,91,41.95
U11605,treatment,desktop,263,5,EU,1,1,3,10,43,22.05
U86673,treatment,tablet,606,5,NA,0,1,1,7,80,42.22
U92703,control,desktop,332,0,NA,4,1,2,0,53,22.59
U49454,treatment,tablet,324,2,NA,0,1,4,3,96,44.2
U28613,control,desktop,197,2,APAC,3,1,4,0,166,84.65
U12664,treatment,mobile,628,3,EU,7,1,5,12,35,16.54
U96005,treatment,tablet,509,0,LATAM,3,1,1,13,45,21.68
U38618,control,desktop,356,1,NA,2,1,1,0,96,46.95
U91055,control,desktop,585,1,APAC,3,1,1,0,75,35.41
U77205,treatment,desktop,556,5,EU,0,0,2,11,145,56.05
U90418,treatment,desktop,102,8,EU,0,1,3,11,95,47.5
U45470,control,desktop,582,5,EU,2,0,2,0,96,41.0
U98516,treatment,desktop,618,7,EU,8,1,2,5,144,62.91
U31107,treatment,desktop,134,1,LATAM,0,0,5,5,64,25.43
U21882,control,tablet,84,0,NA,0,0,2,0,63,24.43
U85778,control,tablet,518,4,NA,6,0,0,0,52,22.47
U12156,treatment,desktop,577,3,EU,0,1,3,14,93,48.7
U79539,treatment,desktop,595,3,EU,1,1,3,5,112,45.53
U62842,treatment,desktop,698,7,APAC,8,1,3,5,189,75.84
U79775,treatment,desktop,84,7,NA,4,1,8,7,236,111.29
U63769,treatment,desktop,508,1,LATAM,4,1,1,10,123,46.88
U34889,treatment,tablet,391,3,LATAM,6,0,2,5,52,18.39
U53436,control,tablet,16,5,EU,8,0,4,0,67,27.9
U80882,treatment,tablet,623,2,NA,0,0,5,8,85,40.42
U86150,treatment,desktop,658,3,EU,2,1,2,3,115,53.17
U72482,control,desktop,261,5,NA,1,1,1,0,78,35.17
U31189,control,desktop,77,4,NA,5,1,3,0,112,46.24
U41231,treatment,tablet,720,4,NA,0,1,7,1,160,71.92
U49807,treatment,desktop,475,1,APAC,0,1,0,17,80,47.34
U39023,treatment,desktop,183,6,EU,3,0,5,9,131,55.53
U67560,control,desktop,25,5,EU,1,0,0,0,88,37.85
U59049,control,desktop,55,4,NA,1,1,5,0,81,41.84
U23061,control,desktop,577,3,EU,0,1,5,0,29,14.25
U95782,treatment,desktop,348,9,NA,6,1,3,14,203,85.79
U74794,control,tablet,248,6,NA,1,1,4,0,104,47.36
U79105,control,desktop,288,7,NA,1,1,0,0,76,29.42
U78227,treatment,tablet,291,5,NA,0,1,10,7,57,28.61
U52157,control,tablet,110,2,APAC,0,0,2,0,37,17.98
U95787,treatment,desktop,367,0,APAC,0,1,5,1,86,39.87
U59821,treatment,desktop,329,4,EU,1,1,4,7,94,45.54
U76302,control,desktop,306,8,NA,1,1,1,0,78,34.49
U86523,control,desktop,545,3,APAC,4,1,1,0,32,20.87
U39573,treatment,mobile,711,5,NA,8,1,1,11,76,41.54
U19599,treatment,mobile,547,5,APAC,6,1,3,12,64,26.98
U26801,treatment,desktop,541,7,EU,1,0,3,18,32,16.93
U52050,treatment,desktop,426,10,EU,0,1,0,7,62,29.7
U47615,control,desktop,187,3,EU,5,0,1,0,69,28.35
U80735,control,desktop,205,1,NA,2,1,5,0,47,27.64
U82682,control,tablet,300,7,APAC,4,0,3,0,52,33.06
U35625,control,desktop,325,6,EU,1,0,1,0,102,47.28
U87568,control,desktop,79,3,LATAM,0,1,2,0,108,46.36
U61687,treatment,mobile,633,10,NA,1,0,3,2,49,22.35
U14546,treatment,tablet,562,8,NA,0,1,5,8,66,26.18
U16044,control,mobile,540,2,EU,0,1,4,0,76,31.31
U34386,control,desktop,110,2,EU,2,1,2,0,144,64.31
U91956,treatment,desktop,621,2,APAC,3,1,9,5,82,40.1
U26262,control,tablet,352,0,EU,4,1,2,0,63,31.71
U44211,control,mobile,723,4,APAC,3,0,4,0,21,12.94
U47463,treatment,desktop,468,5,EU,3,1,6,4,70,40.38
U80566,treatment,mobile,21,2,EU,0,0,4,10,58,27.26
U18571,control,desktop,578,2,NA,0,1,6,0,91,49.79
U79961,treatment,desktop,722,0,APAC,1,0,1,12,130,66.61
U79975,treatment,desktop,660,3,NA,8,0,3,1,99,48.0
U41182,treatment,tablet,479,0,APAC,2,1,4,3,90,47.4
U63128,treatment,desktop,642,1,EU,0,1,3,1,60,32.45
U76865,control,tablet,133,2,LATAM,0,1,5,0,28,13.64
U64254,control,tablet,110,1,APAC,6,1,5,0,123,59.23
U85670,treatment,tablet,257,2,NA,1,1,3,15,100,52.67
U18501,control,desktop,631,3,NA,0,0,1,0,98,46.96
U20740,treatment,desktop,618,0,EU,3,0,8,6,55,22.95
U84680,treatment,tablet,76,13,EU,4,1,3,4,93,44.66
U40652,control,desktop,60,0,EU,3,1,1,0,70,33.83
U44620,treatment,tablet,265,7,NA,3,0,1,9,94,40.04
U50960,control,desktop,520,6,EU,3,0,5,0,71,28.72
U13889,treatment,desktop,639,1,LATAM,1,1,7,9,91,38.54
U27494,control,desktop,394,10,LATAM,1,1,1,0,61,32.72
U92894,treatment,tablet,7,3,APAC,1,1,6,9,134,65.5
U43749,treatment,desktop,78,13,NA,3,1,4,4,135,61.34
U97384,treatment,mobile,478,0,APAC,4,1,3,7,28,15.85
U17363,control,desktop,234,0,NA,0,1,0,0,69,32.94
U79322,control,desktop,465,1,NA,7,1,1,0,191,84.26
U95701,treatment,tablet,256,4,NA,4,1,1,15,75,32.25
U85922,control,tablet,660,8,APAC,0,0,3,0,61,28.89
U22713,control,mobile,63,6,NA,0,0,2,0,42,11.17
U51847,treatment,tablet,611,0,EU,0,1,2,6,52,34.63
U94487,treatment,desktop,343,4,NA,0,0,1,6,102,49.73
U18466,treatment,tablet,700,4,LATAM,2,0,3,5,73,39.56
U19271,treatment,desktop,641,5,NA,0,1,4,7,97,38.85
U72953,treatment,desktop,208,2,NA,1,0,2,12,90,44.95
U25027,treatment,mobile,571,2,NA,1,1,4,7,31,17.7
U76216,control,desktop,482,3,APAC,1,1,3,0,63,33.21
U42374,treatment,tablet,722,7,EU,0,0,6,4,92,40.97
U18104,treatment,tablet,235,10,APAC,1,1,0,26,60,25.15
U86369,treatment,tablet,443,1,APAC,1,0,6,9,65,26.66
U71889,control,mobile,42,3,APAC,2,0,0,0,55,19.15
U81412,control,desktop,97,2,APAC,4,1,4,0,99,45.45
U37162,control,tablet,533,5,EU,5,1,1,0,60,25.51
U54458,control,mobile,346,9,NA,1,1,1,0,37,15.38
U13811,control,tablet,507,6,LATAM,0,0,5,0,69,40.25
U67259,treatment,desktop,248,3,LATAM,0,1,3,24,151,70.1
U25766,treatment,desktop,536,0,EU,5,1,4,12,55,22.01
U10492,control,desktop,204,11,NA,1,0,5,0,128,68.5
U85417,control,mobile,186,3,APAC,1,1,6,0,20,11.21
U56980,treatment,desktop,146,6,APAC,1,0,0,5,58,26.23
U41274,control,desktop,54,3,NA,5,0,3,0,83,40.17
U98217,control,desktop,497,3,APAC,2,1,1,0,46,22.28
U37401,control,mobile,484,1,NA,3,0,3,0,21,9.29
U71263,control,desktop,516,2,EU,0,1,5,0,58,26.74
U79177,treatment,desktop,232,11,EU,4,0,3,4,198,81.97
U38711,treatment,desktop,233,1,APAC,0,0,4,6,70,30.89
U14065,control,desktop,516,2,EU,8,0,1,0,54,27.06
U27244,treatment,desktop,570,2,NA,1,1,3,19,90,40.91
U81337,treatment,desktop,696,5,LATAM,1,0,4,4,65,26.79
U49304,treatment,tablet,331,2,APAC,0,1,6,10,65,24.46
U87507,control,desktop,10,6,EU,1,1,3,0,115,48.52
U24897,control,desktop,171,7,APAC,0,0,1,0,164,72.73
U74944,control,desktop,278,6,NA,5,0,1,0,104,44.26
U20775,treatment,tablet,257,10,EU,1,1,1,4,89,47.88
U12914,control,desktop,476,1,APAC,0,0,0,0,53,19.13
U44114,treatment,tablet,517,7,APAC,2,0,2,3,72,42.51
U55326,control,mobile,473,4,NA,2,1,1,0,36,17.74
U11254,treatment,desktop,678,2,NA,4,0,4,0,116,49.67
U30719,treatment,mobile,110,3,EU,4,1,4,2,41,23.19
U94183,treatment,mobile,522,0,EU,7,1,3,3,74,39.37
U11945,control,tablet,139,1,APAC,1,1,1,0,42,16.41
U50002,control,mobile,551,12,APAC,5,0,0,0,34,12.09
U20705,control,desktop,384,4,APAC,1,1,1,0,152,68.02
U67947,control,desktop,557,0,NA,4,1,0,0,62,31.19
U57162,treatment,desktop,75,1,NA,0,1,4,7,129,72.0
U92809,control,desktop,682,1,EU,0,1,2,0,152,64.9
U56824,treatment,desktop,526,0,EU,1,1,3,9,126,56.1
U42562,treatment,mobile,67,4,NA,2,0,3,5,57,29.89
U97579,control,desktop,611,14,NA,12,0,7,0,57,31.34
U14432,treatment,desktop,461,7,NA,0,0,4,10,103,48.86
U97605,control,tablet,345,5,LATAM,7,1,1,0,27,14.25
U42458,control,desktop,290,2,APAC,0,0,1,0,37,19.09
U88073,control,mobile,406,3,LATAM,0,1,0,0,44,20.48
U58245,control,tablet,192,5,APAC,5,0,1,0,109,48.81
U68129,treatment,mobile,492,1,NA,4,1,3,11,30,12.72
U57826,control,mobile,579,2,EU,6,1,0,0,118,48.09
U27837,treatment,desktop,521,12,NA,3,0,3,4,75,43.4
U24069,control,desktop,86,3,NA,10,0,10,0,99,42.9
U49498,control,desktop,436,1,NA,0,1,3,0,78,32.99
U91702,treatment,tablet,482,2,EU,1,0,5,8,102,44.36
U96536,control,tablet,296,5,APAC,0,1,2,0,26,11.71
U63643,control,desktop,79,3,LATAM,0,0,2,0,71,33.35
U19696,control,desktop,717,3,APAC,3,1,1,0,70,29.58
U87272,control,desktop,184,4,LATAM,0,1,2,0,69,30.77
U73362,treatment,mobile,499,4,APAC,5,1,3,5,26,10.74
U89864,control,desktop,274,4,NA,2,0,1,0,100,48.07
U63202,treatment,mobile,520,4,NA,1,0,1,10,34,17.48
U59221,treatment,desktop,10,8,APAC,3,1,2,11,83,34.17
U66849,control,desktop,176,2,APAC,4,1,0,0,70,36.16
U27533,control,desktop,233,7,NA,2,0,0,0,51,21.99
U18522,control,desktop,671,3,NA,5,0,3,0,99,40.99
U16318,control,tablet,685,10,NA,4,1,0,0,82,33.4
U78660,treatment,mobile,629,7,APAC,4,0,6,8,36,16.01
U76531,treatment,mobile,529,2,APAC,2,1,3,1,55,27.86
U12714,treatment,desktop,445,2,APAC,4,1,4,10,125,55.17
U91848,control,desktop,367,4,EU,1,1,2,0,70,27.04
U87486,control,desktop,644,7,LATAM,2,1,1,0,62,28.98
U63613,treatment,mobile,202,1,EU,3,1,6,14,21,9.88
U23758,control,desktop,276,17,NA,0,0,0,0,114,45.53
U76139,treatment,desktop,689,1,NA,3,1,5,5,99,50.52
U66102,treatment,tablet,565,4,EU,0,0,4,12,45,17.38
U31948,control,desktop,623,5,APAC,1,0,2,0,128,59.23
U81559,treatment,tablet,492,3,EU,1,1,3,6,38,20.41
U39023,treatment,desktop,376,5,NA,5,1,3,5,85,38.24
U47532,control,tablet,708,3,LATAM,0,1,1,0,41,23.09
U38862,treatment,desktop,698,7,NA,1,1,2,16,131,64.8
U83646,treatment,desktop,325,3,LATAM,0,0,3,8,55,28.64
U24860,treatment,desktop,589,5,APAC,0,1,2,9,81,36.26
U66607,control,desktop,657,4,EU,2,1,1,0,97,41.29
U43503,treatment,tablet,634,10,NA,1,1,7,4,69,38.06
U62129,control,desktop,481,2,EU,6,1,5,0,93,43.55
U62779,control,desktop,457,0,EU,0,0,2,0,151,81.67
U74586,control,tablet,310,3,NA,0,1,2,0,32,19.47
U36904,control,desktop,308,4,APAC,2,1,4,0,108,54.09
U91497,control,mobile,283,4,APAC,0,1,4,0,83,32.22
U80340,treatment,tablet,360,8,EU,6,0,8,2,97,48.26
U99338,control,desktop,56,2,NA,3,1,5,0,91,42.1
U51008,treatment,desktop,256,0,LATAM,1,1,0,6,145,57.46
U89127,control,desktop,594,8,EU,0,0,1,0,82,42.95
U67200,treatment,desktop,484,6,EU,0,0,5,2,150,65.12
U73023,treatment,desktop,559,13,APAC,0,1,4,7,93,32.45
U65770,treatment,desktop,450,4,NA,3,0,2,10,190,77.09
U36527,treatment,tablet,396,8,LATAM,0,1,8,8,100,40.13
U21517,control,desktop,555,8,APAC,4,0,2,0,81,42.94
U32719,treatment,desktop,402,0,LATAM,2,1,3,11,89,42.9
U59335,treatment,tablet,676,4,EU,0,1,4,2,101,45.62
U39799,control,tablet,175,4,NA,0,0,7,0,80,45.44
U30107,treatment,desktop,556,4,EU,0,0,4,8,69,41.58
U22934,treatment,desktop,120,2,NA,3,1,7,5,211,91.91
U46436,control,desktop,375,12,EU,2,0,1,0,259,110.19
U16987,treatment,tablet,183,10,NA,3,1,4,5,85,51.04
U53879,control,desktop,651,3,EU,0,0,1,0,63,30.45
U90606,control,desktop,158,2,APAC,1,0,1,0,147,62.93
U54721,treatment,desktop,420,7,NA,0,1,3,8,267,123.85
U80080,control,mobile,408,1,APAC,1,1,2,0,27,15.36
U72531,treatment,desktop,25,4,NA,7,1,6,2,262,114.43
U20438,control,desktop,596,8,LATAM,1,0,10,0,101,43.8
U30421,control,mobile,140,8,APAC,2,0,3,0,48,21.29
U84047,control,tablet,511,2,EU,5,1,1,0,127,64.1
U48442,treatment,desktop,592,9,NA,8,0,6,15,118,55.44
U37929,control,mobile,58,10,APAC,0,0,1,0,29,11.4
U46910,treatment,desktop,672,7,LATAM,0,0,3,3,45,20.41
U13942,treatment,tablet,628,4,APAC,2,0,7,10,88,42.58
U81346,control,desktop,579,5,APAC,3,1,0,0,100,46.49
U10892,treatment,desktop,126,4,EU,4,1,7,4,124,56.96
U31213,treatment,desktop,132,10,EU,2,1,2,9,158,84.95
U64375,control,desktop,390,5,LATAM,0,0,2,0,25,10.8
U72762,control,desktop,546,13,NA,0,1,6,0,70,33.92
U92658,treatment,desktop,610,2,EU,3,0,1,4,108,52.47
U20770,control,desktop,372,5,EU,0,1,1,0,66,25.32
U96688,control,tablet,397,1,EU,4,1,3,0,61,27.87
U90380,treatment,desktop,419,17,NA,3,1,3,4,223,108.06
U64159,control,tablet,668,4,EU,2,1,3,0,67,29.72
U80232,control,desktop,25,6,NA,7,0,2,0,50,21.36
U24814,control,tablet,497,7,NA,0,0,0,0,37,17.12
U85266,control,desktop,226,0,APAC,0,1,4,0,86,40.86
U37779,control,desktop,728,3,EU,5,1,2,0,81,39.48
U50442,control,tablet,246,2,NA,0,0,0,0,52,28.62
U21799,control,desktop,621,5,EU,0,0,5,0,71,34.94
U76929,treatment,mobile,169,4,EU,3,1,4,12,35,16.74
U84285,treatment,tablet,61,3,APAC,1,1,2,6,60,25.54
U84094,control,tablet,604,3,EU,0,0,8,0,22,11.18
U56385,control,mobile,503,6,EU,8,1,1,0,31,15.05
U61023,control,mobile,325,4,APAC,5,0,3,0,37,21.45
U84218,treatment,desktop,510,7,LATAM,0,0,3,5,72,33.89
U11757,control,mobile,116,1,APAC,0,1,0,0,31,10.67
U79325,control,desktop,583,13,NA,2,1,0,0,117,45.7
U53187,treatment,desktop,550,8,EU,2,1,4,7,43,21.05
U35624,treatment,desktop,143,3,APAC,0,1,4,6,71,36.3
U32786,control,tablet,696,11,APAC,1,1,5,0,65,25.72
U22109,treatment,tablet,237,8,NA,0,1,0,4,34,21.83
U40773,control,mobile,180,2,EU,5,1,0,0,106,51.3
U52004,control,desktop,522,2,APAC,0,0,5,0,59,32.14
U64954,control,tablet,665,6,APAC,5,1,3,0,55,28.78
U93026,treatment,tablet,346,14,LATAM,6,1,3,8,150,80.59
U84031,control,tablet,704,6,APAC,4,1,0,0,53,30.75
U85751,control,desktop,134,3,LATAM,5,0,3,0,85,38.41
U55296,treatment,desktop,64,1,NA,2,0,3,11,92,38.57
U34825,control,desktop,18,6,LATAM,0,1,3,0,79,36.73
U36285,treatment,desktop,367,3,EU,0,0,6,15,102,53.82
U77373,control,desktop,373,11,APAC,2,0,0,0,58,28.38
U60055,control,desktop,219,9,LATAM,2,1,1,0,72,45.58
U92559,treatment,desktop,668,11,EU,2,1,4,4,133,68.63
U14649,treatment,desktop,298,9,APAC,4,1,2,5,235,112.72
U74039,treatment,tablet,721,1,APAC,2,1,8,9,36,15.95
U34940,control,tablet,632,3,EU,0,0,1,0,32,11.81
U73046,treatment,desktop,260,3,EU,1,0,3,15,86,42.5
U60870,treatment,desktop,183,2,NA,3,1,2,5,143,58.44
U51167,control,tablet,46,5,EU,1,0,4,0,104,46.49
U42751,control,desktop,288,4,EU,0,0,1,0,47,23.88
U14804,control,desktop,470,4,EU,5,1,0,0,134,60.59
U16870,control,desktop,115,3,NA,0,1,2,0,69,30.93
U48791,control,tablet,108,11,APAC,0,1,2,0,50,23.0
U86448,control,desktop,598,4,APAC,6,0,2,0,74,36.94
U72668,control,tablet,669,5,EU,0,1,2,0,61,30.7
U12773,control,desktop,535,4,APAC,0,0,2,0,76,44.5
U65467,control,desktop,601,3,APAC,0,1,6,0,102,45.83
U97146,treatment,mobile,62,15,APAC,0,0,4,6,36,16.16
U18150,control,tablet,667,0,NA,1,1,1,0,66,29.33
U94626,control,desktop,656,6,NA,1,1,0,0,90,39.34
U84458,control,tablet,614,3,NA,0,0,0,0,35,16.8
U52794,treatment,tablet,481,1,LATAM,3,0,4,3,50,23.54
U14985,control,desktop,700,1,NA,1,1,1,0,39,20.86
U57938,treatment,desktop,213,6,APAC,0,0,1,6,162,66.19
U68314,control,tablet,8,2,EU,2,0,5,0,37,21.89
U83261,treatment,tablet,483,4,APAC,0,1,1,4,81,44.8
U80818,treatment,tablet,52,8,EU,1,1,7,2,139,56.9
U38236,treatment,tablet,215,3,EU,1,0,0,14,138,55.8
U32217,control,desktop,211,5,EU,1,0,1,0,71,28.71
U70221,control,mobile,316,5,EU,4,1,0,0,46,15.43
U80379,control,desktop,9,5,APAC,0,1,0,0,48,26.07
U71423,treatment,desktop,671,5,EU,0,1,4,7,139,58.17
U40724,treatment,desktop,166,6,NA,15,0,3,4,165,72.86
U40027,control,desktop,104,5,LATAM,0,1,2,0,85,37.37
U17633,treatment,desktop,493,6,NA,1,1,4,4,63,28.04
U82440,treatment,desktop,359,6,NA,8,0,1,1,184,69.9
U49044,control,mobile,448,2,EU,4,1,0,0,40,25.01
U71782,treatment,desktop,665,2,APAC,10,1,4,7,75,37.24
U89292,control,desktop,455,1,NA,1,0,1,0,65,33.45
U67330,treatment,desktop,261,8,EU,2,0,6,13,252,123.87
U32903,treatment,desktop,64,3,EU,3,0,3,5,116,47.3
U52281,control,desktop,165,1,EU,0,1,4,0,47,28.06
U78679,treatment,tablet,63,13,LATAM,5,1,4,0,130,55.01
U33848,treatment,desktop,684,3,NA,2,1,0,6,140,64.32
U95415,control,desktop,107,4,EU,1,0,3,0,52,22.04
U80868,control,mobile,100,4,NA,1,0,9,0,59,24.72
U90271,treatment,desktop,163,1,LATAM,2,0,1,14,99,38.19
U74750,control,mobile,493,1,APAC,0,1,2,0,35,12.99
U92274,treatment,desktop,121,3,APAC,1,1,3,13,100,47.26
U41217,treatment,tablet,38,5,NA,1,1,2,0,66,27.81
U63862,treatment,desktop,69,10,NA,4,1,4,12,83,32.5
U22581,treatment,tablet,162,9,APAC,4,0,7,8,44,19.76
U23314,treatment,mobile,373,10,NA,4,1,4,3,96,45.23
U18558,control,desktop,386,6,APAC,12,0,2,0,83,33.84
U13745,treatment,mobile,144,1,NA,0,0,4,3,31,13.53
U14612,treatment,desktop,625,19,EU,1,1,3,8,99,50.24
U77855,treatment,tablet,619,10,APAC,0,1,1,7,30,15.85
U90826,treatment,desktop,234,6,NA,1,0,2,7,155,64.54
U59912,treatment,desktop,692,9,APAC,2,0,4,19,102,47.42
U14586,treatment,tablet,662,2,NA,2,0,3,0,94,48.53
U70985,control,tablet,346,3,EU,12,1,0,0,36,18.96
U56891,treatment,desktop,142,7,EU,2,1,2,20,81,41.62
U56593,control,desktop,414,0,NA,0,1,3,0,52,30.01
U96338,control,desktop,277,2,NA,2,1,0,0,78,39.69
U14371,control,desktop,677,2,NA,1,0,1,0,80,38.31
U18032,control,desktop,454,2,APAC,4,0,0,0,80,38.99
U96327,control,desktop,695,14,EU,0,0,4,0,140,66.72
U52238,control,desktop,631,5,APAC,2,0,1,0,59,28.93
U94664,control,tablet,209,3,NA,2,1,4,0,61,29.79
U19652,treatment,mobile,18,6,APAC,0,1,0,10,27,14.17
U24461,treatment,tablet,177,6,APAC,0,0,6,8,25,13.96
U19170,control,desktop,324,4,LATAM,10,1,2,0,65,29.46
U62270,treatment,tablet,590,2,NA,7,0,5,4,76,33.04
U45395,treatment,mobile,252,1,NA,0,1,1,6,36,22.93
U31547,control,desktop,437,1,EU,8,0,2,0,80,48.16
U68671,treatment,desktop,413,4,APAC,2,0,8,8,93,44.02
U24136,control,desktop,525,4,APAC,0,1,1,0,51,22.5
U76587,control,mobile,473,2,EU,2,1,3,0,52,22.4
U36679,control,desktop,16,0,APAC,3,0,1,0,87,43.68
U19998,control,desktop,17,9,APAC,0,0,3,0,103,53.86
U54937,control,mobile,594,8,LATAM,0,1,4,0,72,36.15
U61293,control,desktop,255,2,APAC,2,1,2,0,59,25.5
U57754,control,mobile,318,6,APAC,1,0,2,0,26,15.66
U58074,control,mobile,645,6,NA,3,0,1,0,48,23.9
U81715,control,desktop,603,3,NA,3,1,1,0,47,18.45
U50066,treatment,desktop,512,4,APAC,2,0,2,10,78,43.72
U70444,control,desktop,230,4,LATAM,5,0,0,0,52,21.65
U71264,treatment,tablet,396,7,APAC,4,1,3,3,133,59.94
U42997,control,desktop,280,3,APAC,0,0,1,0,34,17.22
U96685,treatment,desktop,496,4,NA,1,0,6,1,102,46.05
U92375,treatment,tablet,239,2,APAC,0,1,3,5,41,19.04
U28212,treatment,desktop,191,3,EU,2,0,4,11,53,23.79
U86805,control,desktop,596,5,APAC,0,0,4,0,44,20.32
U68584,treatment,desktop,105,4,NA,1,0,3,4,65,40.08
U43628,treatment,mobile,532,4,NA,0,1,2,9,120,52.56
U95493,control,desktop,524,1,EU,5,1,6,0,62,27.16
U93824,treatment,desktop,729,2,LATAM,8,0,0,6,62,31.13
U19470,control,desktop,211,5,EU,1,1,0,0,32,14.56
U46911,treatment,tablet,629,0,EU,1,0,4,6,132,58.48
U76471,treatment,desktop,18,4,NA,4,0,0,3,83,38.61
U43207,treatment,mobile,227,4,NA,0,1,3,11,63,31.15
U18475,control,mobile,68,6,APAC,0,1,0,0,32,12.71
U35779,control,mobile,107,7,EU,4,0,1,0,21,11.84
U52833,treatment,tablet,151,2,APAC,6,0,4,7,50,31.11
U23007,treatment,desktop,100,4,APAC,2,0,2,2,216,100.39
U50389,control,desktop,557,10,NA,3,0,3,0,91,40.44
U23795,control,desktop,475,10,EU,1,0,3,0,121,54.02
U43403,treatment,desktop,121,2,EU,1,0,1,13,139,73.74
U32345,control,tablet,259,2,NA,0,0,0,0,87,42.93
U27958,treatment,mobile,207,3,EU,1,1,1,7,73,34.59
U97330,control,desktop,325,1,NA,1,1,1,0,155,67.14
U75098,treatment,desktop,128,2,APAC,5,1,3,15,130,67.49
U14382,treatment,desktop,432,6,EU,0,0,3,13,59,27.37
U62288,treatment,desktop,309,2,EU,2,0,1,3,74,34.43
U99837,control,tablet,295,11,NA,1,1,0,0,80,30.24
U97430,treatment,desktop,219,3,NA,2,1,7,5,67,32.06
U68673,treatment,desktop,709,1,APAC,2,1,2,4,168,71.09
U90852,treatment,desktop,325,2,APAC,3,1,2,8,118,49.49
U24877,control,tablet,156,6,LATAM,10,1,6,0,153,64.88
U50189,treatment,mobile,547,3,APAC,1,1,5,4,35,17.98
U47674,control,desktop,245,5,NA,1,0,2,0,184,94.27
U11903,control,desktop,108,2,NA,6,1,1,0,119,43.68
U52975,treatment,tablet,214,5,EU,3,0,1,6,61,29.82
U63106,treatment,desktop,566,8,NA,0,1,2,0,114,57.71
U98558,control,desktop,211,6,EU,1,0,2,0,100,42.44
U96609,treatment,desktop,445,5,APAC,0,1,2,3,118,56.24
U53431,treatment,desktop,228,9,NA,3,1,2,9,131,54.1
U25569,treatment,tablet,553,1,EU,4,0,5,11,50,24.79
U46919,control,desktop,686,3,APAC,4,1,2,0,49,20.93
U87463,control,tablet,182,0,EU,6,0,2,0,134,58.96
U14263,control,desktop,70,2,EU,1,1,0,0,90,54.1
U90250,control,desktop,10,8,EU,1,0,3,0,77,37.41
U38533,treatment,desktop,414,10,NA,4,1,3,6,52,25.78
U20972,control,desktop,512,5,EU,1,1,3,0,104,60.29
U70410,treatment,desktop,475,5,APAC,0,0,2,13,149,67.95
U76841,treatment,tablet,131,5,NA,7,0,3,10,95,40.3
U36880,control,desktop,150,10,LATAM,6,0,0,0,104,45.1
U64322,treatment,tablet,299,4,EU,0,0,4,4,68,32.69
U24631,treatment,mobile,588,6,EU,3,1,5,3,49,23.02
U23540,treatment,desktop,243,10,APAC,0,0,3,2,129,54.01
U34735,treatment,desktop,87,11,APAC,2,1,2,4,104,48.74
U50245,treatment,tablet,308,10,NA,0,0,4,9,35,17.68
U16662,control,mobile,567,6,LATAM,3,1,2,0,55,23.61
U45550,treatment,desktop,536,11,LATAM,0,1,2,2,68,28.38
U74737,control,tablet,729,1,NA,2,1,0,0,75,38.16
U10424,control,desktop,615,5,EU,0,1,0,0,60,27.11
U76115,control,tablet,36,4,APAC,3,1,1,0,136,59.36
U70282,control,tablet,466,1,EU,1,1,0,0,49,21.84
U45234,treatment,mobile,724,0,NA,1,0,5,13,61,33.89
U80018,treatment,desktop,273,4,NA,0,0,5,2,156,68.99
U14406,control,desktop,596,4,NA,6,0,1,0,154,66.88
U65293,treatment,desktop,261,4,APAC,0,1,4,8,80,47.63
U10833,treatment,tablet,578,0,NA,7,1,4,8,40,15.0
U23885,control,desktop,442,0,NA,4,0,1,0,98,43.69
U60328,treatment,tablet,303,10,EU,0,0,6,8,79,40.08
U89305,treatment,desktop,137,5,EU,6,1,5,11,262,126.71
U68430,treatment,desktop,455,5,NA,0,0,1,8,83,37.77
U42258,control,desktop,378,0,APAC,0,0,1,0,63,25.61
U68510,treatment,desktop,103,6,APAC,2,1,3,17,126,59.51
U16675,treatment,mobile,185,4,LATAM,3,0,2,21,61,33.39
U34666,treatment,tablet,306,5,APAC,0,1,1,6,135,57.87
U79201,treatment,desktop,69,7,NA,5,0,2,18,197,109.09
U94242,control,desktop,718,4,EU,2,0,2,0,147,56.6
U16087,treatment,desktop,358,7,EU,1,1,1,6,106,57.27
U83968,control,desktop,96,7,NA,0,1,2,0,52,21.77
U77447,control,desktop,512,5,APAC,1,0,3,0,97,42.03
U87709,treatment,tablet,349,5,APAC,0,1,2,1,37,23.28
U89108,treatment,desktop,239,5,LATAM,1,1,4,11,70,37.0
