user_id,signup_date,first_session_date,device_type,country_tier,referral_source,num_sessions_30d,total_time_min_30d,projects_created_30d,exports_30d,collaborators_invited_30d,support_tickets_30d,used_premium_feature_preview,ai_assistant_sessions_30d,subscribed
V49016,2024-05-05,2024-05-10,desktop,tier_1,paid_ad,9,98,1,2,0,0,0,3,0
V91924,2024-05-24,2024-05-25,mobile,tier_2,paid_ad,25,762,8,3,0,0,0,8,1
V64879,2024-05-02,2024-05-04,desktop,tier_2,paid_ad,8,165,2,2,2,0,0,4,0
V82499,2024-01-15,2024-01-15,mobile,tier_1,paid_ad,17,255,9,2,0,0,1,5,0
V99798,2024-01-26,2024-01-26,desktop,tier_2,paid_ad,8,273,3,2,3,2,0,3,0
V62282,2024-03-18,2024-03-21,desktop,tier_1,social,13,340,1,3,6,0,0,2,0
V44857,2024-06-24,2024-06-27,desktop,tier_2,social,2,27,3,2,0,2,0,6,0
V54744,2024-03-07,2024-03-11,desktop,tier_3,social,9,107,11,0,2,3,0,9,0
V72343,2024-04-19,2024-04-23,desktop,tier_1,referral,12,377,0,3,6,3,0,1,0
V41011,2024-04-25,2024-04-26,desktop,tier_1,paid_ad,11,146,2,7,1,0,0,4,0
V10670,2024-02-13,2024-02-18,desktop,tier_1,referral,8,306,1,3,0,3,0,1,1
V43481,2024-02-18,2024-02-25,desktop,tier_2,referral,5,121,1,1,4,0,0,1,0
V34894,2024-01-27,2024-01-29,mobile,tier_3,organic,6,216,9,1,3,0,0,1,0
V67506,2024-04-30,2024-05-01,desktop,tier_1,paid_ad,21,640,4,0,2,0,0,4,0
V97697,2024-05-08,2024-05-14,tablet,tier_2,organic,12,268,0,3,1,1,0,5,0
V29424,2024-02-16,2024-02-19,desktop,tier_1,paid_ad,9,246,2,4,1,0,0,6,0
V14574,2024-02-13,2024-02-27,desktop,tier_2,referral,5,193,4,4,3,4,1,4,1
V35357,2024-03-15,2024-03-15,mobile,tier_1,social,12,312,4,2,0,3,1,3,1
V87278,2024-04-15,2024-04-15,desktop,tier_2,social,9,182,0,1,0,1,0,3,1
V29861,2024-02-01,2024-02-06,desktop,tier_1,organic,22,500,6,2,1,2,0,2,0
V72273,2024-04-04,2024-04-05,desktop,tier_1,organic,8,263,1,1,5,0,0,7,1
V63124,2024-06-17,2024-06-17,desktop,tier_1,organic,2,32,1,1,1,0,1,1,0
V37636,2024-04-08,2024-04-08,desktop,tier_1,referral,12,250,4,3,3,0,0,4,1
V87323,2024-05-21,2024-05-26,desktop,tier_1,paid_ad,3,62,2,1,2,0,0,3,0
V29275,2024-01-31,2024-02-04,tablet,tier_2,organic,4,66,2,1,2,0,0,0,0
V59575,2024-02-07,2024-02-11,desktop,tier_3,organic,7,270,9,2,1,2,0,5,0
V40364,2024-06-03,2024-06-07,desktop,tier_2,social,9,265,4,0,10,0,0,4,0
V49174,2024-06-18,2024-06-20,desktop,tier_1,social,7,119,2,1,0,0,0,3,0
V80057,2024-02-15,2024-02-15,mobile,tier_2,social,10,280,2,0,6,0,1,3,0
V60255,2024-05-15,2024-05-15,tablet,tier_2,paid_ad,6,40,8,1,4,4,1,9,0
V16540,2024-05-07,2024-05-12,desktop,tier_3,paid_ad,7,206,1,0,5,0,1,6,0
V80628,2024-01-09,2024-01-13,desktop,tier_1,social,9,224,1,2,0,0,0,2,0
V32996,2024-03-03,2024-03-06,mobile,tier_2,paid_ad,16,334,2,1,1,1,0,1,0
V64599,2024-01-18,2024-01-20,desktop,tier_1,paid_ad,5,170,3,5,3,2,1,4,1
V51716,2024-03-25,2024-04-01,mobile,tier_2,social,12,315,1,1,0,0,0,3,0
V81074,2024-05-25,2024-05-25,tablet,tier_1,organic,13,199,1,3,1,0,0,4,0
V64501,2024-05-24,2024-05-26,mobile,tier_3,social,14,283,0,4,6,1,0,6,1
V81039,2024-04-06,2024-04-10,desktop,tier_1,referral,4,51,4,3,2,1,1,2,1
V77864,2024-04-27,2024-04-27,desktop,tier_3,social,16,489,0,2,3,1,0,6,0
V70539,2024-01-26,2024-01-27,tablet,tier_1,referral,8,222,1,1,2,0,0,1,0
V41523,2024-05-12,2024-05-12,desktop,tier_2,social,12,429,4,3,2,0,0,2,1
V50630,2024-05-17,2024-05-24,tablet,tier_1,organic,4,60,0,4,2,0,0,1,0
V93261,2024-02-10,2024-02-24,desktop,tier_1,referral,5,21,4,6,0,0,1,7,0
V50236,2024-02-12,2024-02-13,desktop,tier_3,social,8,92,4,0,0,0,1,8,0
V71657,2024-06-05,2024-06-08,tablet,tier_1,organic,4,85,1,0,6,0,1,3,0
V27460,2024-02-21,2024-02-24,mobile,tier_3,organic,14,307,3,9,4,1,0,2,0
V29975,2024-03-28,2024-04-02,tablet,tier_1,organic,12,403,4,1,4,0,0,4,0
V84528,2024-03-21,2024-03-25,tablet,tier_1,social,5,90,2,3,3,1,0,3,0
V83117,2024-03-31,2024-03-31,desktop,tier_1,social,5,151,2,3,5,1,0,2,0
V62124,2024-01-27,2024-01-27,mobile,tier_1,referral,7,155,5,4,5,0,1,8,1
V68038,2024-06-19,2024-06-22,tablet,tier_1,social,10,156,1,3,6,0,0,5,1
V52247,2024-01-13,2024-01-17,tablet,tier_2,organic,1,5,1,1,0,2,0,1,0
V96029,2024-03-09,2024-03-09,tablet,tier_2,paid_ad,7,214,2,4,2,1,0,6,0
V96790,2024-04-04,2024-04-10,tablet,tier_1,organic,5,146,0,3,1,4,0,1,0
V67647,2024-04-06,2024-04-10,desktop,tier_2,organic,4,94,7,2,1,0,0,1,0
V44049,2024-01-14,2024-01-15,desktop,tier_3,paid_ad,4,58,6,0,1,0,1,6,0
V18868,2024-06-28,2024-07-12,desktop,tier_2,organic,2,42,4,1,5,1,0,1,0
V66582,2024-06-25,2024-06-26,mobile,tier_1,paid_ad,8,81,0,4,0,0,0,5,0
V87150,2024-03-01,2024-03-01,tablet,tier_2,organic,6,107,3,0,1,0,0,0,0
V94438,2024-05-22,2024-05-23,desktop,tier_1,paid_ad,9,228,4,2,0,1,0,6,0
V99908,2024-06-16,2024-06-23,tablet,tier_3,referral,1,41,3,2,4,0,0,1,0
V96630,2024-05-30,2024-05-31,desktop,tier_1,referral,17,463,3,4,8,0,1,6,1
V77165,2024-06-13,2024-06-13,tablet,tier_2,paid_ad,7,159,0,0,5,0,0,0,0
V19339,2024-01-07,2024-01-07,mobile,tier_1,social,3,140,2,1,0,1,0,1,0
V93965,2024-04-16,2024-04-23,tablet,tier_1,social,10,242,0,4,0,1,0,4,0
V61952,2024-05-09,2024-05-11,desktop,tier_1,social,14,386,3,0,3,0,1,3,1
V75635,2024-03-26,2024-03-26,desktop,tier_3,social,5,115,1,0,0,0,0,10,0
V73526,2024-03-16,2024-04-06,desktop,tier_1,organic,10,260,1,6,2,0,1,4,1
V45133,2024-01-11,2024-01-13,desktop,tier_3,organic,9,264,3,1,0,0,1,2,0
V79593,2024-06-08,2024-06-10,desktop,tier_3,paid_ad,7,93,0,0,1,0,0,4,0
V31699,2024-05-02,2024-05-03,mobile,tier_1,social,9,177,4,1,0,0,0,0,0
V69009,2024-02-02,2024-02-06,desktop,tier_1,organic,18,211,1,3,2,2,0,0,0
V59920,2024-04-23,2024-04-26,tablet,tier_1,social,17,294,2,1,0,0,0,4,0
V93753,2024-05-25,2024-05-28,tablet,tier_3,organic,7,108,2,4,2,0,0,4,0
V16010,2024-05-11,2024-05-13,mobile,tier_3,paid_ad,29,392,2,4,0,0,0,12,0
V73473,2024-06-22,2024-06-29,desktop,tier_1,paid_ad,7,255,0,0,2,0,1,1,0
V29960,2024-01-17,2024-01-31,tablet,tier_2,paid_ad,4,116,1,2,1,2,1,8,0
V35170,2024-03-04,2024-03-14,desktop,tier_2,referral,6,69,0,0,0,0,0,5,0
V43439,2024-06-14,2024-06-28,tablet,tier_1,social,15,265,1,3,2,0,0,3,0
V13610,2024-02-18,2024-02-23,mobile,tier_1,referral,8,257,2,1,0,0,0,2,1
V67697,2024-04-30,2024-05-01,mobile,tier_1,organic,7,143,1,0,0,0,0,1,0
V96963,2024-03-22,2024-03-24,desktop,tier_3,social,15,339,1,2,1,3,0,1,0
V64333,2024-01-14,2024-01-16,desktop,tier_2,paid_ad,9,277,1,7,0,0,0,9,1
V27318,2024-04-25,2024-04-30,desktop,tier_2,paid_ad,6,96,1,1,0,1,0,5,0
V99862,2024-03-27,2024-03-28,tablet,tier_2,paid_ad,3,141,2,1,5,1,1,2,0
V52779,2024-06-09,2024-06-23,tablet,tier_3,organic,8,89,2,1,3,0,1,8,0
V55249,2024-06-22,2024-06-29,desktop,tier_1,organic,4,63,6,1,0,0,1,1,0
V96293,2024-02-02,2024-02-02,desktop,tier_2,referral,12,363,2,2,0,0,0,2,1
V99440,2024-02-18,2024-02-20,desktop,tier_2,paid_ad,19,499,0,0,2,0,0,2,0
V30097,2024-06-06,2024-06-10,tablet,tier_2,referral,6,142,0,0,1,1,0,8,0
V70101,2024-05-23,2024-05-23,tablet,tier_1,social,6,150,1,1,1,0,0,4,1
V99114,2024-04-20,2024-04-24,desktop,tier_2,paid_ad,24,794,0,0,5,0,0,0,0
V11481,2024-06-26,2024-06-27,desktop,tier_1,referral,19,377,3,1,5,2,0,11,1
V69270,2024-01-04,2024-01-04,tablet,tier_2,social,8,134,1,1,4,0,0,2,0
V32715,2024-03-30,2024-03-31,desktop,tier_3,social,12,358,2,2,5,1,0,5,1
V27483,2024-03-27,2024-03-27,desktop,tier_1,organic,1,23,2,0,1,2,0,3,0
V31640,2024-06-27,2024-06-28,tablet,tier_1,paid_ad,15,307,9,1,2,0,0,2,1
V38506,2024-05-21,2024-05-21,tablet,tier_1,social,7,141,6,1,4,0,0,5,1
V40454,2024-06-29,2024-07-29,mobile,tier_1,paid_ad,7,199,0,1,6,0,1,1,0
V53297,2024-01-03,2024-01-03,tablet,tier_3,social,12,339,7,4,1,0,0,2,0
V21610,2024-03-18,2024-03-21,desktop,tier_2,social,17,263,3,0,2,1,1,5,1
V78907,2024-03-22,2024-04-01,desktop,tier_1,organic,15,350,1,0,0,0,0,5,0
V40327,2024-04-27,2024-04-29,desktop,tier_2,paid_ad,3,98,2,0,1,0,0,4,0
V40968,2024-01-05,2024-01-10,desktop,tier_1,paid_ad,11,265,0,1,0,0,0,1,0
V52761,2024-01-03,2024-01-06,desktop,tier_1,paid_ad,6,56,1,3,1,5,0,2,1
V31683,2024-01-01,2024-01-02,mobile,tier_2,social,7,195,0,4,1,2,0,1,1
V72017,2024-02-04,2024-02-05,desktop,tier_1,paid_ad,6,200,0,2,2,1,0,1,1
V31605,2024-04-22,2024-04-23,tablet,tier_3,paid_ad,7,243,0,3,1,0,0,2,0
V41315,2024-02-21,2024-02-26,desktop,tier_1,referral,6,173,0,1,1,0,0,4,0
V37236,2024-02-01,2024-02-06,desktop,tier_3,organic,14,381,2,0,3,1,0,5,0
V27859,2024-04-30,2024-05-04,desktop,tier_1,organic,14,210,7,7,0,0,0,3,1
V66125,2024-02-06,2024-02-20,desktop,tier_1,organic,9,264,2,0,1,1,1,4,0
V74428,2024-04-26,2024-05-02,tablet,tier_3,organic,12,177,2,0,6,2,0,1,0
V22155,2024-03-12,2024-03-14,desktop,tier_1,organic,7,202,3,0,3,1,0,3,0
V19680,2024-04-26,2024-04-27,tablet,tier_1,paid_ad,4,72,1,0,0,0,0,2,0
V11409,2024-03-06,2024-03-13,tablet,tier_2,organic,7,176,4,0,0,1,0,3,0
V48902,2024-02-11,2024-02-16,tablet,tier_1,referral,7,105,4,1,0,1,0,6,0
V85826,2024-01-24,2024-01-25,mobile,tier_2,organic,10,331,0,0,0,0,1,3,0
V36930,2024-04-03,2024-04-08,desktop,tier_1,organic,4,106,0,8,0,1,0,4,1
V68540,2024-05-03,2024-05-03,desktop,tier_2,referral,2,66,2,1,0,0,0,5,0
V82232,2024-03-04,2024-03-11,desktop,tier_1,paid_ad,2,68,1,0,0,0,0,3,0
V94130,2024-05-19,2024-05-21,desktop,tier_1,organic,15,489,0,3,2,0,1,2,0
V35191,2024-03-03,2024-03-03,mobile,tier_1,referral,13,390,3,0,0,1,0,12,1
V91367,2024-03-07,2024-03-12,desktop,tier_3,social,5,97,2,1,1,4,1,2,0
V52703,2024-02-28,2024-02-28,desktop,tier_3,organic,8,205,0,2,1,1,0,3,0
V16582,2024-02-29,2024-03-01,tablet,tier_1,social,6,214,4,3,4,0,0,4,0
V53035,2024-06-14,2024-06-20,desktop,tier_3,social,5,120,3,0,2,0,0,4,0
V71721,2024-01-14,2024-01-14,desktop,tier_1,paid_ad,16,324,3,0,1,2,1,1,0
V11118,2024-01-10,2024-01-11,mobile,tier_1,social,7,231,0,1,0,0,0,2,0
V62164,2024-06-27,2024-06-28,mobile,tier_2,organic,9,182,2,6,3,0,1,4,1
V11584,2024-03-19,2024-03-21,desktop,tier_1,social,7,171,1,2,0,4,0,1,0
V97305,2024-05-31,2024-06-03,tablet,tier_1,organic,2,23,0,6,0,1,1,5,0
V18905,2024-02-18,2024-02-24,mobile,tier_1,organic,12,395,2,1,0,0,0,2,0
V61273,2024-03-29,2024-03-30,tablet,tier_1,paid_ad,1,34,2,6,8,3,0,0,0
V28376,2024-06-26,2024-06-27,tablet,tier_2,organic,12,171,2,2,0,0,1,0,1
V68615,2024-01-06,2024-01-11,mobile,tier_1,paid_ad,11,209,1,8,1,0,1,0,1
V87280,2024-04-04,2024-04-04,desktop,tier_1,social,19,447,3,6,1,1,1,1,1
V82992,2024-06-05,2024-06-05,desktop,tier_3,referral,4,134,1,0,6,2,0,1,0
V88444,2024-03-30,2024-04-02,desktop,tier_1,organic,7,226,1,0,4,0,0,3,0
V37904,2024-05-14,2024-05-15,mobile,tier_3,paid_ad,15,335,3,0,0,0,1,1,0
V49510,2024-05-25,2024-06-04,tablet,tier_3,referral,10,259,1,0,0,0,0,0,0
V12870,2024-05-31,2024-06-06,desktop,tier_3,paid_ad,2,44,3,3,3,1,0,1,0
V53883,2024-01-21,2024-01-22,desktop,tier_2,organic,14,442,5,0,1,1,0,2,0
V98525,2024-02-22,2024-02-26,desktop,tier_1,organic,11,295,2,0,1,0,0,2,0
V94466,2024-03-24,2024-03-30,tablet,tier_2,paid_ad,13,284,3,0,1,0,0,8,0
V88070,2024-05-09,2024-05-13,desktop,tier_1,paid_ad,20,365,2,6,1,0,1,4,1
V71598,2024-01-17,2024-01-19,tablet,tier_3,organic,12,280,2,3,2,0,1,6,0
V36922,2024-01-14,2024-01-18,desktop,tier_2,paid_ad,12,391,2,1,5,0,0,4,1
V16972,2024-05-22,2024-06-01,desktop,tier_1,paid_ad,3,74,2,0,0,1,1,17,0
V93224,2024-01-06,2024-01-09,desktop,tier_3,organic,7,171,2,0,0,0,0,1,1
V10799,2024-04-30,2024-05-03,desktop,tier_1,social,10,301,3,2,2,3,0,1,1
V86822,2024-01-02,2024-01-02,desktop,tier_1,social,8,117,2,1,0,0,0,0,0
V24127,2024-02-12,2024-02-14,tablet,tier_1,social,22,275,0,5,3,0,0,2,0
V80824,2024-04-07,2024-04-14,desktop,tier_1,organic,5,92,0,1,4,0,0,1,0
V28735,2024-03-14,2024-03-17,tablet,tier_2,organic,14,178,2,2,6,3,1,4,0
V44932,2024-06-09,2024-06-12,desktop,tier_3,referral,11,372,0,1,2,0,1,3,0
V53723,2024-01-18,2024-01-19,mobile,tier_2,social,12,397,1,2,3,1,0,3,0
V77479,2024-03-31,2024-04-02,desktop,tier_1,social,18,399,3,2,1,0,1,3,0
V44380,2024-05-13,2024-05-14,desktop,tier_3,organic,15,413,4,2,1,0,0,2,0
V87849,2024-01-15,2024-01-19,desktop,tier_1,social,7,235,5,4,0,0,1,7,1
V13959,2024-05-12,2024-05-14,desktop,tier_2,organic,5,141,5,9,3,0,0,2,0
V58056,2024-03-22,2024-03-25,desktop,tier_1,paid_ad,9,123,6,0,0,0,0,4,0
V42640,2024-03-29,2024-04-02,mobile,tier_1,social,6,186,0,3,0,0,1,2,1
V92768,2024-03-14,2024-03-21,desktop,tier_1,organic,9,110,0,0,0,1,1,2,0
V30541,2024-04-21,2024-04-23,tablet,tier_3,social,19,355,7,5,0,3,0,3,0
V58490,2024-05-01,2024-05-02,tablet,tier_3,referral,4,117,6,6,0,0,1,3,1
V17058,2024-05-26,2024-05-27,desktop,tier_1,organic,2,41,3,1,5,0,0,12,0
V17766,2024-05-24,2024-05-25,mobile,tier_2,social,3,68,1,5,0,2,0,1,0
V75765,2024-02-08,2024-02-11,desktop,tier_1,organic,14,478,1,2,2,0,0,2,0
V61866,2024-03-04,2024-03-04,tablet,tier_1,organic,22,752,2,5,2,2,0,2,1
V94884,2024-04-30,2024-05-01,desktop,tier_3,paid_ad,9,270,1,7,0,0,0,1,0
V81598,2024-03-20,2024-03-23,desktop,tier_1,organic,6,96,0,2,0,3,0,0,0
V82356,2024-04-29,2024-05-01,desktop,tier_1,referral,8,167,0,2,1,1,0,4,0
V30572,2024-01-08,2024-01-08,tablet,tier_3,organic,22,323,2,1,0,0,1,3,0
V22174,2024-01-09,2024-01-16,desktop,tier_2,social,15,392,2,3,3,0,1,7,0
V32516,2024-04-04,2024-04-04,desktop,tier_1,organic,19,444,3,3,5,0,0,1,0
V22386,2024-04-01,2024-04-02,desktop,tier_2,social,11,284,0,3,1,0,0,0,1
V11522,2024-06-06,2024-06-16,tablet,tier_3,referral,5,75,2,4,0,0,0,16,0
V56311,2024-06-21,2024-06-22,desktop,tier_2,organic,3,108,6,1,1,0,0,2,0
V99579,2024-06-16,2024-06-17,desktop,tier_1,referral,17,282,3,3,0,2,1,5,1
V28841,2024-05-08,2024-05-13,tablet,tier_3,paid_ad,11,215,0,2,0,0,0,4,0
V71459,2024-05-10,2024-05-10,tablet,tier_2,referral,18,381,1,3,0,0,0,4,1
V65400,2024-02-28,2024-02-29,mobile,tier_3,organic,2,58,1,6,3,0,0,3,0
V88781,2024-04-03,2024-04-10,desktop,tier_3,paid_ad,6,154,4,4,0,1,0,4,0
V27389,2024-06-12,2024-06-14,desktop,tier_2,organic,4,116,1,2,8,0,0,3,0
V13889,2024-04-19,2024-04-25,tablet,tier_2,paid_ad,5,149,0,0,4,0,1,0,0
V64102,2024-06-04,2024-06-08,tablet,tier_3,paid_ad,10,85,0,7,0,0,1,4,0
V29090,2024-01-25,2024-01-29,tablet,tier_1,organic,11,153,5,6,0,0,0,5,0
V44718,2024-04-28,2024-05-05,desktop,tier_1,social,6,177,3,0,5,0,0,1,0
V77465,2024-04-29,2024-04-30,mobile,tier_2,paid_ad,2,23,3,1,2,3,0,2,0
V73676,2024-04-11,2024-05-11,desktop,tier_2,organic,5,144,0,0,2,0,0,3,0
V17877,2024-04-10,2024-04-14,desktop,tier_3,referral,8,181,3,0,4,0,0,1,0
V49987,2024-01-10,2024-01-11,desktop,tier_1,social,4,73,8,2,0,1,0,0,0
V23053,2024-06-25,2024-07-09,desktop,tier_2,organic,13,431,2,0,6,1,0,1,0
V80459,2024-06-06,2024-06-07,desktop,tier_2,referral,6,159,2,0,1,3,1,9,0
V74369,2024-03-19,2024-03-22,tablet,tier_2,organic,2,36,1,1,1,0,0,1,0
V26962,2024-02-19,2024-02-20,desktop,tier_1,organic,10,241,0,5,1,0,1,7,1
V24905,2024-02-24,2024-02-27,desktop,tier_2,organic,6,80,2,1,0,0,0,5,0
V92904,2024-01-14,2024-01-17,desktop,tier_2,paid_ad,9,249,2,2,0,0,1,2,1
V63076,2024-05-20,2024-05-21,desktop,tier_2,social,4,129,8,2,0,3,0,2,0
V63369,2024-01-30,2024-01-30,desktop,tier_3,social,16,239,0,1,6,1,0,2,0
V99353,2024-02-11,2024-02-12,tablet,tier_2,paid_ad,20,482,4,3,3,0,0,0,0
V21864,2024-03-04,2024-03-04,desktop,tier_1,organic,7,197,4,0,0,1,0,0,0
V48143,2024-05-23,2024-05-26,desktop,tier_1,referral,9,172,3,0,2,0,0,4,1
V11181,2024-02-24,2024-02-24,mobile,tier_1,social,11,195,0,2,1,0,0,3,0
V42792,2024-05-12,2024-05-15,desktop,tier_3,paid_ad,8,310,3,0,0,1,0,1,0
V31735,2024-05-09,2024-05-10,desktop,tier_2,organic,11,343,5,7,5,0,0,3,1
V31993,2024-01-15,2024-01-22,desktop,tier_2,organic,10,147,0,1,2,0,0,5,1
V28608,2024-03-19,2024-03-20,desktop,tier_2,referral,10,247,1,2,0,0,0,3,0
V24893,2024-06-17,2024-06-24,desktop,tier_2,social,14,193,0,3,6,0,0,0,0
V70594,2024-03-26,2024-03-29,desktop,tier_1,paid_ad,5,105,4,2,10,0,0,3,0
V32451,2024-02-02,2024-02-02,desktop,tier_1,social,8,199,0,2,3,2,0,2,0
V31455,2024-01-15,2024-01-17,tablet,tier_1,organic,18,247,1,4,1,0,1,2,0
V29772,2024-02-09,2024-02-14,mobile,tier_2,social,19,210,2,4,0,2,0,0,0
V36981,2024-04-04,2024-04-05,mobile,tier_3,social,4,52,1,2,3,2,0,8,0
V19650,2024-04-19,2024-04-19,tablet,tier_1,organic,5,120,6,7,1,0,1,5,1
V41928,2024-06-16,2024-06-26,desktop,tier_2,social,5,78,2,2,2,4,0,0,0
V20957,2024-02-16,2024-02-16,tablet,tier_3,social,7,118,8,0,0,0,0,3,0
V82154,2024-02-05,2024-02-06,tablet,tier_2,social,6,86,1,1,0,0,1,1,0
V97422,2024-05-25,2024-05-30,mobile,tier_2,organic,22,291,3,2,0,2,0,1,0
V41654,2024-05-10,2024-05-31,desktop,tier_1,organic,5,128,2,2,0,0,0,2,0
V54049,2024-03-11,2024-03-13,desktop,tier_1,paid_ad,5,184,3,0,0,0,1,1,0
V57493,2024-05-28,2024-05-31,desktop,tier_1,referral,12,383,1,2,0,3,0,4,0
V40920,2024-01-14,2024-01-17,mobile,tier_1,organic,28,555,2,0,2,1,0,2,0
V72393,2024-01-12,2024-01-18,desktop,tier_2,organic,5,50,2,3,3,1,0,1,0
V93977,2024-03-14,2024-03-21,tablet,tier_2,paid_ad,10,211,0,1,2,0,0,1,0
V30234,2024-05-01,2024-05-15,desktop,tier_1,referral,6,94,0,1,10,1,0,3,0
V43221,2024-02-29,2024-03-05,tablet,tier_1,social,10,275,0,4,1,1,0,8,0
V82832,2024-05-10,2024-05-10,desktop,tier_3,social,6,78,1,6,0,0,1,6,1
V90481,2024-01-20,2024-01-22,tablet,tier_1,social,9,316,0,0,0,1,1,5,0
V64373,2024-06-04,2024-06-05,mobile,tier_3,social,12,180,0,1,3,1,1,2,1
V29352,2024-05-01,2024-05-04,mobile,tier_2,paid_ad,10,94,1,1,4,0,0,0,0
V89192,2024-03-06,2024-03-06,desktop,tier_1,organic,6,155,1,10,1,0,0,5,0
V26852,2024-06-16,2024-07-07,desktop,tier_2,paid_ad,5,53,1,3,5,1,0,1,0
V70049,2024-05-25,2024-05-31,desktop,tier_3,paid_ad,8,197,2,7,0,0,0,7,0
V93805,2024-06-24,2024-06-24,desktop,tier_1,organic,7,127,4,1,0,0,0,2,0
V15856,2024-05-04,2024-05-10,tablet,tier_1,referral,8,181,6,0,0,0,0,15,0
V36507,2024-03-06,2024-03-10,desktop,tier_1,paid_ad,16,395,1,1,0,1,0,6,0
V37677,2024-05-19,2024-05-20,desktop,tier_1,organic,7,205,2,0,4,3,0,4,1
V26335,2024-03-21,2024-03-22,desktop,tier_2,social,4,120,1,0,1,2,0,1,0
V79767,2024-02-12,2024-02-14,desktop,tier_2,social,10,151,4,1,2,0,1,2,0
V56516,2024-02-20,2024-02-22,mobile,tier_1,referral,13,418,5,4,1,1,0,4,0
V55307,2024-05-10,2024-05-11,desktop,tier_1,organic,11,166,0,1,1,0,0,8,0
V89085,2024-05-15,2024-05-16,tablet,tier_1,referral,9,271,1,2,2,0,1,1,1
V37061,2024-03-05,2024-03-07,desktop,tier_1,social,11,339,1,4,0,1,0,1,1
V29056,2024-01-20,2024-01-26,desktop,tier_2,organic,13,238,2,7,4,1,0,7,0
V96322,2024-01-04,2024-01-11,desktop,tier_2,organic,15,179,0,2,1,0,0,1,0
V75146,2024-02-22,2024-02-26,tablet,tier_1,social,8,197,3,1,3,0,0,0,0
V80687,2024-05-30,2024-06-05,desktop,tier_2,social,5,190,2,6,1,0,0,0,0
V13008,2024-03-13,2024-03-17,tablet,tier_2,paid_ad,11,259,7,2,3,0,1,4,0
V82096,2024-04-16,2024-04-16,mobile,tier_2,referral,6,194,2,2,1,0,0,10,0
V68351,2024-04-13,2024-04-23,desktop,tier_1,referral,11,364,2,1,4,0,0,5,0
V44021,2024-04-02,2024-04-07,mobile,tier_1,organic,10,263,1,1,1,1,0,6,0
V49676,2024-03-20,2024-03-22,desktop,tier_1,social,7,186,3,3,0,0,0,3,0
V73836,2024-04-25,2024-04-26,desktop,tier_2,organic,4,92,0,0,1,3,1,6,1
V24158,2024-03-09,2024-03-12,desktop,tier_1,paid_ad,5,75,2,0,3,0,1,6,0
V80141,2024-04-30,2024-04-30,desktop,tier_1,paid_ad,6,200,0,3,0,1,0,0,0
V43211,2024-05-05,2024-05-07,desktop,tier_1,social,14,431,3,2,0,0,0,6,0
V46832,2024-05-10,2024-05-15,desktop,tier_2,organic,11,261,5,0,1,0,0,10,0
V98604,2024-02-14,2024-03-06,desktop,tier_1,organic,5,99,2,1,1,2,1,5,1
V63164,2024-06-09,2024-06-19,tablet,tier_2,referral,9,262,2,0,2,1,0,1,0
V33947,2024-06-19,2024-06-22,desktop,tier_2,organic,8,120,0,3,0,1,0,0,0
V53995,2024-03-28,2024-03-29,tablet,tier_3,social,11,399,0,1,6,1,0,5,0
V50297,2024-01-19,2024-01-24,desktop,tier_2,organic,9,155,5,3,1,0,1,0,0
V32230,2024-01-16,2024-01-16,desktop,tier_2,social,11,111,1,1,5,0,0,2,0
V52135,2024-05-31,2024-06-04,desktop,tier_1,paid_ad,9,176,4,1,0,0,0,6,0
V45692,2024-01-08,2024-01-22,desktop,tier_1,organic,11,172,1,0,0,0,1,6,0
V98646,2024-01-23,2024-01-28,desktop,tier_2,social,4,121,3,4,2,1,0,2,0
V32407,2024-01-31,2024-02-02,mobile,tier_3,organic,13,226,2,1,3,0,1,6,0
V52490,2024-01-26,2024-01-26,desktop,tier_1,organic,11,349,0,3,0,0,0,5,1
V48618,2024-06-16,2024-06-18,tablet,tier_3,social,9,268,5,2,5,0,0,15,1
V80078,2024-03-11,2024-03-14,mobile,tier_2,social,8,197,0,1,2,0,1,2,0
V60590,2024-02-14,2024-02-24,mobile,tier_2,paid_ad,8,262,1,2,2,0,0,5,0
V41662,2024-05-29,2024-06-03,desktop,tier_3,paid_ad,9,309,0,0,5,0,0,4,0
V46637,2024-02-08,2024-02-08,desktop,tier_1,organic,4,48,2,3,5,0,0,1,1
V49011,2024-05-07,2024-05-13,desktop,tier_2,paid_ad,8,308,2,0,1,0,0,0,0
V65234,2024-05-23,2024-05-27,mobile,tier_1,organic,6,112,0,0,2,0,0,0,0
V42957,2024-06-18,2024-06-19,desktop,tier_1,social,7,98,4,3,1,0,0,3,0
V48838,2024-06-22,2024-06-27,desktop,tier_3,organic,15,260,2,6,1,0,0,5,0
V12341,2024-05-09,2024-05-10,mobile,tier_2,referral,10,197,2,6,1,0,1,1,1
V76538,2024-04-12,2024-04-14,desktop,tier_1,referral,17,303,3,0,4,0,1,6,1
V88091,2024-04-30,2024-05-01,tablet,tier_2,organic,3,84,1,1,1,2,0,2,0
V56216,2024-04-30,2024-05-01,desktop,tier_1,referral,9,240,9,4,2,0,0,1,1
V70139,2024-02-04,2024-02-06,desktop,tier_3,social,16,347,0,1,5,1,0,2,0
V45408,2024-06-28,2024-07-01,desktop,tier_2,referral,11,285,2,2,2,2,1,6,0
V66070,2024-03-11,2024-03-13,mobile,tier_3,social,5,92,2,0,2,0,0,7,0
