session_id,user_id,housing_type,charger_level,start_time,duration_hours,energy_kwh,peak_overlap_ratio,season,battery_soc_start
EV-10436,USR-1030,Townhouse,Level 2 (7.2kW),2025-04-24 19:39:00,6.9,36.97,0.21,Fall,15.6
EV-10437,USR-1335,Condo/Apartment,Level 2 (7.2kW),2025-02-23 18:36:00,12.54,25.1,0.21,Winter,42.7
EV-10438,USR-1217,Single-Family,Level 1 (1.4kW),2025-07-26 17:19:00,21.43,26.9,0.31,Summer,38.6
EV-10439,USR-1263,Single-Family,Level 2 (7.2kW),2025-10-28 18:59:00,5.5,16.78,0.41,Spring,61.7
EV-10440,USR-1217,Single-Family,Level 2 (7.2kW),2025-10-25 17:43:00,6.39,19.14,0.54,Fall,56.3
EV-10441,USR-1042,Single-Family,Level 2 (7.2kW),2025-12-09 09:04:00,6.29,38.59,0.0,Summer,11.9
EV-10442,USR-1107,Single-Family,Level 2 (7.2kW),2025-01-19 22:08:00,6.42,14.59,0.0,Spring,66.7
EV-10443,USR-1237,Townhouse,Level 1 (1.4kW),2025-10-19 20:09:00,16.74,22.04,0.08,Winter,49.7
EV-10444,USR-1255,Single-Family,Level 2 (7.2kW),2025-02-03 20:30:00,4.35,25.54,0.11,Winter,41.7
EV-10445,USR-1171,Condo/Apartment,Level 2 (7.2kW),2025-10-13 17:15:00,6.73,25.5,0.56,Winter,41.8
EV-10446,USR-1292,Condo/Apartment,Level 2 (7.2kW),2025-11-30 17:52:00,7.55,39.12,0.42,Winter,10.7
EV-10447,USR-1223,Townhouse,Level 2 (7.2kW),2025-11-30 20:00:00,8.19,38.2,0.12,Fall,12.8
EV-10448,USR-1264,Single-Family,Level 2 (7.2kW),2025-12-08 22:18:00,3.23,14.54,0.0,Fall,66.8
EV-10449,USR-1113,Townhouse,Level 2 (7.2kW),2025-12-20 10:24:00,4.46,28.69,0.0,Fall,34.5
EV-10450,USR-1297,Single-Family,Level 2 (7.2kW),2025-09-06 12:50:00,3.23,20.68,0.0,Fall,52.8
EV-10451,USR-1132,Single-Family,Level 2 (7.2kW),2025-09-08 23:34:00,10.84,23.22,0.0,Spring,47.0
EV-10452,USR-1345,Townhouse,Level 2 (7.2kW),2025-12-30 17:55:00,29.95,15.51,0.27,Fall,64.6
EV-10453,USR-1340,Single-Family,Level 2 (7.2kW),2025-06-21 19:27:00,5.86,16.03,0.29,Fall,63.4
EV-10454,USR-1354,Townhouse,Level 2 (7.2kW),2025-12-10 15:58:00,5.44,22.69,0.91,Spring,48.2
EV-10455,USR-1296,Single-Family,Level 2 (7.2kW),2025-02-15 22:10:00,5.41,38.38,0.0,Fall,12.4
EV-10456,USR-1189,Condo/Apartment,Level 2 (7.2kW),2025-05-13 22:56:00,11.02,34.17,0.0,Spring,22.0
EV-10457,USR-1010,Townhouse,Level 2 (7.2kW),2025-02-26 21:35:00,5.1,25.98,0.0,Spring,40.7
EV-10458,USR-1261,Townhouse,Level 2 (7.2kW),2025-11-18 07:13:00,5.06,32.72,0.0,Spring,25.3
EV-10459,USR-1315,Single-Family,Level 2 (7.2kW),2025-11-17 11:48:00,3.94,20.28,0.0,Fall,53.7
EV-10460,USR-1045,Townhouse,Level 2 (7.2kW),2025-12-04 18:33:00,7.79,34.13,0.31,Spring,22.1
EV-10461,USR-1349,Condo/Apartment,Level 2 (7.2kW),2025-10-11 17:50:00,3.13,15.16,1.0,Spring,65.4
EV-10462,USR-1119,Single-Family,Level 2 (7.2kW),2025-05-08 19:16:00,9.37,32.15,0.18,Winter,26.6
EV-10463,USR-1370,Townhouse,Level 2 (7.2kW),2025-07-06 17:15:00,8.88,22.87,0.42,Winter,47.8
EV-10464,USR-1203,Single-Family,Level 2 (7.2kW),2025-02-12 18:35:00,8.05,39.25,0.3,Fall,10.4
EV-10465,USR-1153,Condo/Apartment,Level 2 (7.2kW),2025-05-07 19:22:00,4.31,20.06,0.39,Fall,54.2
EV-10466,USR-1063,Single-Family,Level 2 (7.2kW),2025-05-27 00:42:00,4.44,16.65,0.0,Spring,62.0
EV-10467,USR-1377,Townhouse,Level 2 (7.2kW),2025-12-10 16:42:00,3.04,13.41,1.0,Winter,69.4
EV-10468,USR-1107,Single-Family,Level 1 (1.4kW),2025-10-22 05:34:00,20.28,27.16,0.12,Summer,38.0
EV-10469,USR-1089,Condo/Apartment,Level 2 (7.2kW),2025-10-17 18:58:00,7.11,12.53,0.31,Winter,71.4
EV-10470,USR-1164,Condo/Apartment,Level 1 (1.4kW),2025-08-24 18:08:00,11.24,13.23,0.27,Winter,69.8
EV-10471,USR-1048,Condo/Apartment,Level 2 (7.2kW),2025-02-03 19:50:00,8.3,24.31,0.15,Summer,44.5
EV-10472,USR-1198,Townhouse,Level 2 (7.2kW),2025-10-29 20:49:00,7.57,16.21,0.03,Spring,63.0
EV-10473,USR-1138,Single-Family,Level 2 (7.2kW),2025-11-18 21:36:00,10.23,37.5,0.0,Fall,14.4
EV-10474,USR-1073,Single-Family,Level 2 (7.2kW),2025-11-27 17:02:00,8.65,29.04,0.46,Summer,33.7
EV-10475,USR-1358,Single-Family,Level 1 (1.4kW),2025-05-19 21:14:00,17.13,19.19,0.0,Summer,56.2
EV-10476,USR-1378,Townhouse,Level 2 (7.2kW),2025-01-31 11:25:00,10.08,29.18,0.49,Fall,33.4
EV-10477,USR-1149,Townhouse,Level 2 (7.2kW),2025-08-27 17:37:00,5.87,32.42,0.58,Spring,26.0
EV-10478,USR-1337,Single-Family,Level 2 (7.2kW),2025-11-14 19:42:00,3.76,26.9,0.4,Fall,38.6
EV-10479,USR-1223,Townhouse,Level 1 (1.4kW),2025-05-12 09:36:00,26.25,36.58,0.42,Winter,16.5
EV-10480,USR-1289,Single-Family,Level 2 (7.2kW),2025-01-09 19:29:00,18.82,33.16,0.15,Spring,24.3
EV-10481,USR-1272,Single-Family,Level 2 (7.2kW),2025-09-08 15:17:00,5.31,12.05,0.86,Winter,72.5
EV-10482,USR-1105,Single-Family,Level 2 (7.2kW),2025-03-31 17:51:00,4.5,31.76,0.72,Summer,27.5
EV-10483,USR-1038,Townhouse,Level 2 (7.2kW),2025-01-03 17:51:00,4.54,28.39,0.68,Summer,35.2
EV-10484,USR-1127,Condo/Apartment,Level 2 (7.2kW),2025-08-05 23:18:00,3.83,22.34,0.0,Fall,49.0
EV-10485,USR-1278,Single-Family,Level 2 (7.2kW),2025-03-21 21:19:00,4.55,21.16,0.0,Spring,51.7
EV-10486,USR-1275,Townhouse,Level 2 (7.2kW),2025-09-13 16:22:00,3.88,16.91,1.0,Fall,61.4
EV-10487,USR-1178,Single-Family,Level 1 (1.4kW),2025-10-19 09:10:00,27.94,35.62,0.42,Fall,18.7
EV-10488,USR-1012,Townhouse,Level 2 (7.2kW),2025-10-15 22:22:00,6.86,39.38,0.0,Fall,10.1
EV-10489,USR-1190,Single-Family,Level 2 (7.2kW),2025-09-07 21:33:00,8.17,35.66,0.0,Winter,18.6
EV-10490,USR-1261,Single-Family,Level 2 (7.2kW),2025-08-04 19:41:00,5.51,36.62,0.27,Summer,16.4
EV-10491,USR-1255,Condo/Apartment,Level 2 (7.2kW),2025-12-25 18:49:00,8.74,32.9,0.26,Fall,24.9
EV-10492,USR-1388,Condo/Apartment,Level 1 (1.4kW),2025-09-11 10:17:00,19.31,18.53,0.42,Winter,57.7
EV-10493,USR-1102,Condo/Apartment,Level 2 (7.2kW),2025-10-21 11:59:00,7.91,25.8,0.47,Winter,41.1
EV-10494,USR-1370,Single-Family,Level 2 (7.2kW),2025-01-09 17:59:00,5.91,35.66,0.54,Winter,18.6
EV-10495,USR-1348,Single-Family,Level 1 (1.4kW),2025-07-08 00:56:00,15.02,19.89,0.0,Summer,54.6
EV-10496,USR-1388,Townhouse,Level 2 (7.2kW),2025-04-20 21:31:00,2.06,13.45,0.0,Winter,69.3
EV-10497,USR-1230,Condo/Apartment,Level 2 (7.2kW),2025-08-29 18:56:00,2.79,14.68,0.75,Fall,66.5
EV-10498,USR-1149,Single-Family,Level 2 (7.2kW),2025-12-02 10:01:00,2.65,16.95,0.0,Winter,61.3
EV-10499,USR-1143,Townhouse,Level 2 (7.2kW),2025-05-03 16:59:00,6.13,35.31,0.68,Summer,19.4
EV-10500,USR-1354,Single-Family,Level 2 (7.2kW),2025-06-05 17:02:00,8.61,33.73,0.46,Summer,23.0
EV-10501,USR-1310,Townhouse,Level 2 (7.2kW),2025-08-16 00:44:00,4.78,16.08,0.0,Fall,63.3
EV-10502,USR-1089,Single-Family,Level 2 (7.2kW),2025-03-04 22:43:00,5.63,12.31,0.0,Winter,71.9
EV-10503,USR-1095,Single-Family,Level 2 (7.2kW),2025-04-05 17:02:00,3.76,26.15,1.0,Winter,40.3
EV-10504,USR-1298,Single-Family,Level 2 (7.2kW),2025-02-11 23:33:00,4.71,25.5,0.0,Fall,41.8
EV-10505,USR-1146,Condo/Apartment,Level 2 (7.2kW),2025-07-21 17:23:00,3.42,24.58,1.0,Winter,43.9
EV-10506,USR-1089,Townhouse,Level 2 (7.2kW),2025-01-14 12:49:00,7.76,21.38,0.58,Summer,51.2
EV-10507,USR-1198,Single-Family,Level 2 (7.2kW),2025-10-16 17:15:00,4.31,21.33,0.83,Spring,51.3
EV-10508,USR-1074,Townhouse,Level 1 (1.4kW),2025-05-12 19:12:00,28.42,33.73,0.17,Winter,23.0
EV-10509,USR-1219,Single-Family,Level 2 (7.2kW),2025-02-22 15:08:00,5.94,19.49,0.83,Winter,55.5
EV-10510,USR-1183,Townhouse,Level 2 (7.2kW),2025-02-04 17:47:00,8.49,34.13,0.38,Summer,22.1
EV-10511,USR-1301,Single-Family,Level 2 (7.2kW),2025-07-13 17:59:00,1.9,13.19,1.0,Fall,69.9
EV-10512,USR-1303,Townhouse,Level 2 (7.2kW),2025-07-17 21:40:00,7.1,29.31,0.0,Fall,33.1
EV-10513,USR-1089,Single-Family,Level 2 (7.2kW),2025-08-15 17:09:00,4.68,20.02,0.84,Fall,54.3
EV-10514,USR-1394,Townhouse,Level 1 (1.4kW),2025-04-22 18:10:00,14.29,18.22,0.25,Winter,58.4
EV-10515,USR-1324,Condo/Apartment,Level 2 (7.2kW),2025-01-11 17:33:00,5.81,12.84,0.58,Winter,70.7
EV-10516,USR-1132,Single-Family,Level 2 (7.2kW),2025-10-18 21:25:00,3.61,21.2,0.0,Fall,51.6
EV-10517,USR-1347,Condo/Apartment,Level 2 (7.2kW),2025-02-16 19:32:00,5.83,34.87,0.25,Winter,20.4
EV-10518,USR-1201,Single-Family,Level 2 (7.2kW),2025-06-20 18:35:00,9.31,26.11,0.26,Fall,40.4
EV-10519,USR-1174,Condo/Apartment,Level 2 (7.2kW),2025-08-18 00:58:00,11.26,19.8,0.0,Summer,54.8
EV-10520,USR-1230,Townhouse,Level 2 (7.2kW),2025-11-16 17:11:00,6.48,21.77,0.62,Winter,50.3
EV-10521,USR-1371,Single-Family,Level 2 (7.2kW),2025-08-02 00:30:00,3.79,24.18,0.0,Spring,44.8
EV-10522,USR-1387,Single-Family,Level 2 (7.2kW),2025-11-23 10:36:00,6.15,37.06,0.12,Fall,15.4
EV-10523,USR-1063,Condo/Apartment,Level 2 (7.2kW),2025-08-04 13:20:00,7.89,38.77,0.62,Summer,11.5
EV-10524,USR-1367,Condo/Apartment,Level 2 (7.2kW),2025-07-22 18:59:00,7.4,38.38,0.3,Fall,12.4
EV-10525,USR-1152,Townhouse,Level 2 (7.2kW),2025-05-11 19:38:00,5.82,11.83,0.25,Summer,73.0
EV-10526,USR-1178,Condo/Apartment,Level 2 (7.2kW),2025-11-24 16:27:00,3.75,23.09,1.0,Spring,47.3
EV-10527,USR-1147,Single-Family,Level 1 (1.4kW),2025-12-07 16:46:00,16.57,23.17,0.35,Winter,47.1
EV-10528,USR-1179,Single-Family,Level 1 (1.4kW),2025-04-26 18:41:00,23.63,32.68,0.21,Fall,25.4
EV-10529,USR-1180,Condo/Apartment,Level 2 (7.2kW),2025-04-24 18:13:00,5.97,13.23,0.5,Fall,69.8
EV-10530,USR-1267,Townhouse,Level 2 (7.2kW),2025-12-04 22:59:00,4.03,28.69,0.0,Fall,34.5
EV-10531,USR-1107,Townhouse,Level 2 (7.2kW),2025-08-05 23:56:00,5.66,15.29,0.0,Spring,65.1
EV-10532,USR-1218,Townhouse,Level 1 (1.4kW),2025-09-19 14:14:00,34.56,35.4,0.42,Winter,19.2
EV-10533,USR-1070,Townhouse,Level 2 (7.2kW),2025-09-16 19:04:00,45.64,13.19,0.17,Summer,69.9
EV-10534,USR-1329,Single-Family,Level 2 (7.2kW),2025-08-04 15:43:00,3.09,13.1,0.85,Spring,70.1
EV-10535,USR-1290,Townhouse,Level 2 (7.2kW),2025-03-16 23:53:00,5.01,12.49,0.0,Summer,71.5
EV-10536,USR-1155,Condo/Apartment,Level 2 (7.2kW),2025-01-17 17:00:00,5.36,33.25,0.73,Fall,24.1
EV-10537,USR-1220,Townhouse,Level 1 (1.4kW),2025-07-13 22:00:00,28.64,38.73,0.0,Spring,11.6
EV-10538,USR-1157,Single-Family,Level 1 (1.4kW),2025-06-24 17:22:00,27.8,27.99,0.31,Winter,36.1
EV-10539,USR-1234,Townhouse,Level 2 (7.2kW),2025-01-11 15:21:00,4.79,18.31,0.85,Fall,58.2
EV-10540,USR-1062,Single-Family,Level 2 (7.2kW),2025-01-25 09:07:00,8.49,32.15,0.18,Summer,26.6
EV-10541,USR-1385,Single-Family,Level 2 (7.2kW),2025-05-07 21:45:00,5.7,22.12,0.0,Summer,49.5
EV-10542,USR-1042,Single-Family,Level 2 (7.2kW),2025-08-21 12:31:00,6.73,36.8,0.48,Summer,16.0
EV-10543,USR-1196,Single-Family,Level 2 (7.2kW),2025-11-07 15:41:00,4.15,25.76,0.88,Summer,41.2
EV-10544,USR-1307,Single-Family,Level 2 (7.2kW),2025-12-23 23:20:00,7.86,12.44,0.0,Spring,71.6
EV-10545,USR-1392,Single-Family,Level 2 (7.2kW),2025-09-23 22:11:00,10.64,39.21,0.0,Fall,10.5
EV-10546,USR-1133,Single-Family,Level 2 (7.2kW),2025-03-23 12:07:00,4.1,12.4,0.06,Spring,71.7
EV-10547,USR-1210,Single-Family,Level 2 (7.2kW),2025-10-20 14:14:00,6.96,12.4,0.71,Winter,71.7
EV-10548,USR-1191,Single-Family,Level 2 (7.2kW),2025-03-25 19:18:00,5.96,17.22,0.29,Spring,60.7
EV-10549,USR-1039,Townhouse,Level 2 (7.2kW),2025-03-28 19:42:00,4.73,30.4,0.32,Winter,30.6
EV-10550,USR-1079,Condo/Apartment,Level 2 (7.2kW),2025-06-30 11:17:00,7.38,38.59,0.37,Winter,11.9
EV-10551,USR-1124,Condo/Apartment,Level 2 (7.2kW),2025-11-10 22:44:00,3.68,18.09,0.0,Winter,58.7
EV-10552,USR-1188,Townhouse,Level 2 (7.2kW),2025-10-08 14:15:00,5.12,36.4,0.67,Winter,16.9
EV-10553,USR-1195,Townhouse,Level 2 (7.2kW),2025-07-25 21:54:00,4.54,14.37,0.0,Fall,67.2
EV-10554,USR-1188,Condo/Apartment,Level 1 (1.4kW),2025-06-29 18:28:00,13.19,14.85,0.23,Spring,66.1
EV-10555,USR-1013,Condo/Apartment,Level 2 (7.2kW),2025-04-19 12:49:00,2.74,17.39,0.0,Spring,60.3
EV-10556,USR-1124,Single-Family,Level 1 (1.4kW),2025-08-18 13:21:00,51.12,25.85,0.42,Winter,41.0
EV-10557,USR-1054,Single-Family,Level 1 (1.4kW),2025-08-25 12:55:00,15.53,17.92,0.42,Fall,59.1
EV-10558,USR-1091,Townhouse,Level 1 (1.4kW),2025-12-31 17:49:00,26.11,30.05,0.27,Summer,31.4
EV-10559,USR-1380,Single-Family,Level 2 (7.2kW),2025-08-09 17:14:00,5.47,25.01,0.73,Summer,42.9
EV-10560,USR-1196,Single-Family,Level 1 (1.4kW),2025-01-23 17:12:00,11.27,11.7,0.35,Summer,73.3
EV-10561,USR-1111,Condo/Apartment,Level 2 (7.2kW),2025-03-25 17:22:00,5.11,21.51,0.71,Spring,50.9
EV-10562,USR-1023,Single-Family,Level 2 (7.2kW),2025-07-01 09:21:00,12.95,28.91,0.42,Fall,34.0
EV-10563,USR-1170,Single-Family,Level 2 (7.2kW),2025-05-11 21:16:00,6.41,38.73,0.0,Fall,11.6
EV-10564,USR-1391,Townhouse,Level 2 (7.2kW),2025-01-05 19:41:00,4.92,13.1,0.3,Winter,70.1
EV-10565,USR-1358,Townhouse,Level 2 (7.2kW),2025-05-02 13:49:00,10.36,13.36,0.48,Winter,69.5
EV-10566,USR-1032,Single-Family,Level 2 (7.2kW),2025-07-08 23:40:00,6.07,21.95,0.0,Spring,49.9
EV-10567,USR-1397,Condo/Apartment,Level 2 (7.2kW),2025-08-08 20:24:00,5.12,28.83,0.14,Fall,34.2
EV-10568,USR-1338,Condo/Apartment,Level 1 (1.4kW),2025-04-28 09:28:00,20.34,28.47,0.42,Summer,35.0
EV-10569,USR-1213,Townhouse,Level 2 (7.2kW),2025-06-28 16:38:00,4.63,31.8,0.95,Fall,27.4
EV-10570,USR-1128,Single-Family,Level 2 (7.2kW),2025-12-17 11:45:00,8.88,22.34,0.53,Summer,49.0
EV-10571,USR-1239,Condo/Apartment,Level 2 (7.2kW),2025-01-15 18:09:00,3.94,21.25,0.75,Winter,51.5
EV-10572,USR-1309,Townhouse,Level 2 (7.2kW),2025-10-23 20:30:00,7.02,35.62,0.07,Fall,18.7
EV-10573,USR-1296,Single-Family,Level 2 (7.2kW),2025-03-21 00:57:00,3.78,19.89,0.0,Summer,54.6
EV-10574,USR-1241,Single-Family,Level 2 (7.2kW),2025-10-30 18:57:00,4.99,29.57,0.45,Winter,32.5
EV-10575,USR-1296,Condo/Apartment,Level 2 (7.2kW),2025-12-26 16:44:00,4.4,27.82,1.0,Spring,36.5
EV-10576,USR-1368,Condo/Apartment,Level 2 (7.2kW),2025-12-01 18:46:00,45.09,38.99,0.19,Summer,11.0
EV-10577,USR-1145,Townhouse,Level 2 (7.2kW),2025-11-19 16:23:00,4.97,33.51,0.95,Winter,23.5
EV-10578,USR-1148,Condo/Apartment,Level 1 (1.4kW),2025-12-05 17:28:00,33.7,36.14,0.31,Fall,17.5
EV-10579,USR-1246,Single-Family,Level 2 (7.2kW),2025-08-11 01:08:00,9.03,22.65,0.0,Spring,48.3
EV-10580,USR-1226,Condo/Apartment,Level 2 (7.2kW),2025-03-29 12:18:00,4.35,12.09,0.17,Winter,72.4
EV-10581,USR-1002,Condo/Apartment,Level 2 (7.2kW),2025-10-28 18:25:00,1.65,11.61,1.0,Winter,73.5
EV-10582,USR-1011,Townhouse,Level 2 (7.2kW),2025-05-07 09:20:00,10.27,24.27,0.36,Summer,44.6
EV-10583,USR-1208,Condo/Apartment,Level 2 (7.2kW),2025-05-17 23:37:00,3.17,22.65,0.0,Fall,48.3
EV-10584,USR-1018,Single-Family,Level 1 (1.4kW),2025-12-14 18:35:00,14.97,18.57,0.21,Winter,57.6
EV-10585,USR-1151,Single-Family,Level 2 (7.2kW),2025-02-24 13:25:00,6.29,11.65,0.58,Summer,73.4
EV-10586,USR-1352,Single-Family,Level 2 (7.2kW),2025-06-25 22:27:00,2.97,16.25,0.0,Summer,62.9
EV-10587,USR-1074,Single-Family,Level 2 (7.2kW),2025-06-27 20:00:00,9.59,37.94,0.1,Spring,13.4
EV-10588,USR-1059,Single-Family,Level 2 (7.2kW),2025-07-14 22:30:00,5.26,34.96,0.0,Fall,20.2
EV-10589,USR-1118,Single-Family,Level 2 (7.2kW),2025-04-18 22:18:00,5.4,11.43,0.0,Winter,73.9
EV-10590,USR-1005,Single-Family,Level 2 (7.2kW),2025-02-09 16:30:00,5.36,28.39,0.82,Fall,35.2
EV-10591,USR-1011,Townhouse,Level 2 (7.2kW),2025-06-05 22:31:00,4.19,29.75,0.0,Spring,32.1
EV-10592,USR-1206,Townhouse,Level 2 (7.2kW),2025-08-31 17:31:00,2.53,16.65,1.0,Fall,62.0
EV-10593,USR-1137,Townhouse,Level 1 (1.4kW),2025-05-18 19:20:00,19.04,12.27,0.15,Spring,72.0
EV-10594,USR-1195,Townhouse,Level 2 (7.2kW),2025-12-10 23:54:00,10.42,33.29,0.0,Fall,24.0
EV-10595,USR-1312,Single-Family,Level 2 (7.2kW),2025-06-01 23:47:00,7.96,35.0,0.0,Spring,20.1
EV-10596,USR-1171,Single-Family,Level 1 (1.4kW),2025-09-16 19:08:00,11.2,11.0,0.18,Fall,74.9
EV-10597,USR-1172,Condo/Apartment,Level 2 (7.2kW),2025-12-24 08:44:00,9.66,22.43,0.23,Spring,48.8
EV-10598,USR-1105,Condo/Apartment,Level 1 (1.4kW),2025-08-27 19:23:00,26.04,35.92,0.15,Fall,18.0
EV-10599,USR-1310,Single-Family,Level 2 (7.2kW),2025-12-11 23:52:00,5.45,37.46,0.0,Spring,14.5
EV-10600,USR-1343,Condo/Apartment,Level 2 (7.2kW),2025-08-16 11:47:00,6.51,34.61,0.35,Spring,21.0
EV-10601,USR-1158,Townhouse,Level 2 (7.2kW),2025-11-09 20:47:00,5.53,36.8,0.04,Winter,16.0
EV-10602,USR-1349,Townhouse,Level 2 (7.2kW),2025-03-12 17:11:00,12.74,37.54,0.33,Spring,14.3
EV-10603,USR-1296,Single-Family,Level 2 (7.2kW),2025-08-08 17:35:00,8.38,36.75,0.41,Winter,16.1
EV-10604,USR-1113,Single-Family,Level 2 (7.2kW),2025-04-22 17:02:00,3.95,20.46,1.0,Winter,53.3
EV-10605,USR-1281,Condo/Apartment,Level 1 (1.4kW),2025-10-27 11:27:00,28.16,27.47,0.42,Fall,37.3
EV-10606,USR-1170,Single-Family,Level 2 (7.2kW),2025-12-22 22:56:00,5.6,37.15,0.0,Winter,15.2
EV-10607,USR-1179,Single-Family,Level 2 (7.2kW),2025-07-22 12:33:00,18.39,34.3,0.42,Fall,21.7
EV-10608,USR-1233,Single-Family,Level 2 (7.2kW),2025-04-15 18:21:00,14.05,26.9,0.23,Winter,38.6
EV-10609,USR-1045,Single-Family,Level 2 (7.2kW),2025-06-07 12:36:00,11.5,23.26,0.43,Winter,46.9
EV-10610,USR-1132,Single-Family,Level 2 (7.2kW),2025-05-08 12:59:00,7.33,11.52,0.57,Spring,73.7
EV-10611,USR-1310,Condo/Apartment,Level 2 (7.2kW),2025-11-18 07:26:00,1.89,12.44,0.0,Summer,71.6
EV-10612,USR-1150,Single-Family,Level 2 (7.2kW),2025-03-31 12:03:00,2.4,11.83,0.0,Fall,73.0
EV-10613,USR-1107,Condo/Apartment,Level 1 (1.4kW),2025-05-11 17:20:00,24.75,34.3,0.31,Winter,21.7
EV-10614,USR-1209,Single-Family,Level 2 (7.2kW),2025-08-04 19:49:00,8.17,39.34,0.15,Fall,10.2
EV-10615,USR-1238,Single-Family,Level 2 (7.2kW),2025-08-18 22:04:00,3.23,20.98,0.0,Fall,52.1
EV-10616,USR-1124,Condo/Apartment,Level 2 (7.2kW),2025-09-22 09:05:00,6.25,37.72,0.0,Summer,13.9
EV-10617,USR-1032,Condo/Apartment,Level 2 (7.2kW),2025-08-05 17:16:00,3.82,19.1,0.94,Spring,56.4
EV-10618,USR-1363,Single-Family,Level 2 (7.2kW),2025-10-04 19:29:00,5.54,38.51,0.3,Fall,12.1
EV-10619,USR-1213,Single-Family,Level 2 (7.2kW),2025-10-15 17:54:00,8.95,37.19,0.36,Summer,15.1
EV-10620,USR-1081,Condo/Apartment,Level 2 (7.2kW),2025-10-16 17:34:00,8.4,27.47,0.41,Spring,37.3
EV-10621,USR-1044,Single-Family,Level 1 (1.4kW),2025-05-15 11:08:00,17.74,24.18,0.42,Spring,44.8
EV-10622,USR-1364,Condo/Apartment,Level 2 (7.2kW),2025-02-01 23:35:00,5.07,28.47,0.0,Spring,35.0
EV-10623,USR-1352,Townhouse,Level 2 (7.2kW),2025-07-03 23:43:00,8.0,13.32,0.0,Winter,69.6
EV-10624,USR-1169,Townhouse,Level 2 (7.2kW),2025-11-04 16:06:00,11.82,31.45,0.42,Fall,28.2
EV-10625,USR-1142,Single-Family,Level 2 (7.2kW),2025-07-18 17:07:00,6.14,23.79,0.64,Fall,45.7
EV-10626,USR-1019,Condo/Apartment,Level 2 (7.2kW),2025-09-10 18:12:00,5.14,24.93,0.57,Winter,43.1
EV-10627,USR-1243,Townhouse,Level 2 (7.2kW),2025-04-29 23:46:00,8.21,11.52,0.0,Winter,73.7
EV-10628,USR-1092,Single-Family,Level 2 (7.2kW),2025-02-03 23:00:00,8.35,34.39,0.0,Fall,21.5
EV-10629,USR-1032,Single-Family,Level 2 (7.2kW),2025-07-18 22:18:00,2.1,12.31,0.0,Spring,71.9
EV-10630,USR-1331,Townhouse,Level 2 (7.2kW),2025-08-25 17:11:00,4.6,13.45,0.84,Fall,69.3
EV-10631,USR-1029,Condo/Apartment,Level 2 (7.2kW),2025-11-09 09:42:00,10.58,36.45,0.4,Winter,16.8
EV-10632,USR-1116,Townhouse,Level 1 (1.4kW),2025-05-09 17:37:00,10.89,13.71,0.32,Fall,68.7
EV-10633,USR-1308,Single-Family,Level 2 (7.2kW),2025-06-17 22:51:00,4.58,26.28,0.0,Summer,40.0
EV-10634,USR-1049,Single-Family,Level 2 (7.2kW),2025-12-18 14:11:00,4.04,27.34,0.53,Winter,37.6
EV-10635,USR-1247,Townhouse,Level 2 (7.2kW),2025-01-27 13:38:00,3.95,17.08,0.38,Summer,61.0
EV-10636,USR-1075,Single-Family,Level 2 (7.2kW),2025-06-27 11:46:00,9.42,26.07,0.53,Winter,40.5
EV-10637,USR-1106,Condo/Apartment,Level 2 (7.2kW),2025-12-18 17:40:00,4.73,26.81,0.74,Fall,38.8
EV-10638,USR-1167,Townhouse,Level 1 (1.4kW),2025-12-07 20:34:00,18.87,19.8,0.04,Fall,54.8
EV-10639,USR-1087,Single-Family,Level 2 (7.2kW),2025-04-29 17:02:00,4.09,15.81,0.94,Spring,63.9
EV-10640,USR-1300,Townhouse,Level 2 (7.2kW),2025-07-29 21:33:00,5.69,22.56,0.0,Spring,48.5
EV-10641,USR-1320,Single-Family,Level 2 (7.2kW),2025-04-08 20:53:00,15.12,36.75,0.02,Winter,16.1
EV-10642,USR-1122,Single-Family,Level 1 (1.4kW),2025-04-06 12:43:00,24.48,30.71,0.42,Spring,29.9
EV-10643,USR-1073,Single-Family,Level 2 (7.2kW),2025-04-20 15:42:00,7.97,34.65,0.62,Winter,20.9
EV-10644,USR-1052,Single-Family,Level 2 (7.2kW),2025-08-14 23:04:00,11.19,33.56,0.0,Winter,23.4
EV-10645,USR-1360,Single-Family,Level 2 (7.2kW),2025-02-19 18:23:00,52.0,31.85,0.23,Winter,27.3
EV-10646,USR-1297,Townhouse,Level 2 (7.2kW),2025-01-23 00:36:00,8.35,20.33,0.0,Winter,53.6
EV-10647,USR-1146,Townhouse,Level 2 (7.2kW),2025-11-08 18:56:00,7.19,24.66,0.31,Fall,43.7
EV-10648,USR-1131,Townhouse,Level 2 (7.2kW),2025-12-29 11:25:00,3.53,24.09,0.0,Winter,45.0
EV-10649,USR-1175,Townhouse,Level 2 (7.2kW),2025-07-11 19:40:00,4.0,28.3,0.38,Winter,35.4
EV-10650,USR-1242,Single-Family,Level 1 (1.4kW),2025-01-19 22:33:00,24.34,25.28,0.0,Winter,42.3
EV-10651,USR-1065,Single-Family,Level 2 (7.2kW),2025-07-29 15:34:00,6.72,35.13,0.74,Fall,19.8
EV-10652,USR-1188,Townhouse,Level 1 (1.4kW),2025-11-22 21:32:00,21.45,26.5,0.0,Winter,39.5
EV-10653,USR-1228,Single-Family,Level 2 (7.2kW),2025-12-08 19:28:00,6.0,19.01,0.29,Summer,56.6
